REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,P8-186
PATNUM:,3947
FEDORN:,RIGHT
DESCR1:,
DESCR2:,RPE for the condition when 1.85 GHz is vertically polarized.  Consult RPE 3945 for 1.85 GHz peformance.
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19920604
LOWFRQ:,6425
HGHFRQ:,7125
GUNITS:,DBI/DBR
LWGAIN:,41.6
MDGAIN:,42.0
HGGAIN:,42.5
AZWIDT:,1.30
ELWIDT:,1.30
ATVSWR:,1.10
FRTOBA:,49.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,53
-180.0,-49.0,
-171.0,-49.0,
-171.0,-59.0,
-145.0,-59.0,
-126.0,-55.0,
-105.0,-42.0,
-47.0,-42.0,
-30.0,-38.0,
-20.0,-35.0,
-15.0,-32.0,
-12.0,-32.0,
-10.0,-29.0,
-8.0,-26.5,
-5.0,-26.5,
-4.5,-25.0,
-3.8,-25.0,
-1.6,-15.2,
-1.5,-15.0,
-1.4,-12.3,
-1.2,-9.2,
-1.0,-7.1,
-0.9,-5.2,
-0.8,-4.2,
-0.7,-3.2,
-0.6,-2.1,
-0.4,-1.0,
0.0,0.0,
0.4,-1.0,
0.6,-2.1,
0.7,-3.2,
0.8,-4.2,
0.9,-5.2,
1.0,-7.1,
1.2,-9.2,
1.4,-12.3,
1.5,-15.0,
1.6,-15.2,
3.8,-25.0,
4.5,-25.0,
5.0,-26.5,
8.0,-26.5,
10.0,-29.0,
12.0,-32.0,
15.0,-32.0,
20.0,-35.0,
30.0,-38.0,
47.0,-42.0,
105.0,-42.0,
126.0,-55.0,
145.0,-59.0,
171.0,-59.0,
171.0,-49.0,
180.0,-49.0,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,15
-180.0,-59.0,
-101.0,-59.0,
-38.0,-51.0,
-15.0,-51.0,
-9.0,-40.0,
-5.0,-40.0,
-2.0,-30.0,
0.0,-30.0,
2.0,-30.0,
5.0,-40.0,
9.0,-40.0,
15.0,-51.0,
38.0,-51.0,
101.0,-59.0,
180.0,-59.0,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,51
-180.0,-49.0,
-171.0,-49.0,
-171.0,-59.0,
-132.0,-59.0,
-107.0,-43.0,
-41.0,-39.0,
-30.0,-39.0,
-20.0,-34.0,
-15.0,-33.0,
-12.5,-33.0,
-10.0,-29.0,
-8.0,-26.5,
-5.0,-26.5,
-5.0,-26.0,
-4.5,-25.0,
-3.0,-19.0,
-1.7,-18.2,
-1.5,-15.0,
-1.4,-13.1,
-1.2,-10.0,
-1.0,-7.3,
-0.8,-5.0,
-0.6,-2.9,
-0.6,-2.1,
-0.4,-1.1,
0.0,0.0,
0.4,-1.1,
0.6,-2.1,
0.6,-2.9,
0.8,-5.0,
1.0,-7.3,
1.2,-10.0,
1.4,-13.1,
1.5,-15.0,
1.7,-18.2,
3.0,-19.0,
4.5,-25.0,
5.0,-26.0,
5.0,-26.5,
8.0,-26.5,
10.0,-29.0,
12.5,-33.0,
15.0,-33.0,
20.0,-34.0,
30.0,-39.0,
41.0,-39.0,
107.0,-43.0,
132.0,-59.0,
171.0,-59.0,
171.0,-49.0,
180.0,-49.0,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,15
-180.0,-59.0,
-101.0,-59.0,
-62.0,-51.0,
-15.0,-51.0,
-11.0,-43.0,
-5.5,-43.0,
-2.0,-30.0,
0.0,-30.0,
2.0,-30.0,
5.5,-43.0,
11.0,-43.0,
15.0,-51.0,
62.0,-51.0,
101.0,-59.0,
180.0,-59.0,
ENDFIL:,EOF
