REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,UHX12-105
PATNUM:,2034
FEDORN:,RIGHT
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19880217
LOWFRQ:,10500
HGHFRQ:,10700
GUNITS:,DBI/DBR
LWGAIN:,49.2
MDGAIN:,49.3
HGGAIN:,49.4
AZWIDT:,0.65
ELWIDT:,0.65
ATVSWR:,1.06
FRTOBA:,80.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,50
-180.00,-80.00,
-100.00,-80.00,
-80.00,-75.00,
-70.00,-64.00,
-45.00,-64.00,
-40.00,-58.00,
-25.00,-58.00,
-15.00,-51.00,
-13.00,-51.00,
-11.00,-45.00,
-7.00,-45.00,
-4.50,-34.00,
-2.50,-34.00,
-1.70,-28.00,
-1.10,-28.00,
-1.00,-24.70,
-0.90,-20.00,
-0.70,-13.50,
-0.58,-9.00,
-0.44,-5.00,
-0.34,-3.00,
-0.27,-2.00,
-0.20,-1.00,
-0.15,-0.60,
-0.10,-0.20,
0.00,0.00,
0.10,-0.20,
0.15,-0.60,
0.20,-1.00,
0.27,-2.00,
0.34,-3.00,
0.44,-5.00,
0.58,-9.00,
0.70,-13.50,
0.90,-20.00,
1.00,-24.60,
1.50,-27.00,
2.50,-27.00,
5.50,-43.00,
8.00,-43.00,
8.60,-48.00,
11.50,-51.50,
14.00,-51.50,
15.00,-54.00,
20.00,-54.00,
40.00,-60.00,
55.00,-69.00,
70.00,-69.00,
85.00,-80.00,
180.00,-80.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,29
-180.00,-83.00,
-85.00,-83.00,
-78.00,-80.00,
-70.00,-80.00,
-55.00,-76.00,
-45.00,-76.00,
-38.00,-72.00,
-15.00,-72.00,
-12.00,-72.00,
-8.50,-67.00,
-6.50,-59.00,
-5.00,-59.00,
-4.00,-54.00,
-1.50,-51.80,
-0.70,-33.00,
0.00,-33.00,
0.70,-33.00,
1.40,-50.00,
3.00,-60.00,
4.00,-60.00,
6.50,-67.00,
10.00,-67.00,
11.50,-74.00,
15.00,-74.00,
35.00,-74.00,
40.00,-75.00,
65.00,-75.00,
80.00,-83.00,
180.00,-83.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,48
-180.00,-80.00,
-90.00,-80.00,
-73.00,-65.00,
-48.00,-65.00,
-35.00,-63.00,
-20.00,-50.00,
-15.00,-50.00,
-12.00,-50.00,
-11.00,-48.00,
-8.00,-48.00,
-5.50,-40.00,
-2.00,-34.50,
-1.70,-31.00,
-1.30,-31.00,
-1.10,-28.00,
-1.00,-24.70,
-0.90,-20.00,
-0.70,-13.50,
-0.58,-9.00,
-0.44,-5.00,
-0.34,-3.00,
-0.27,-2.00,
-0.20,-1.00,
-0.15,-0.60,
-0.10,-0.20,
0.00,0.00,
0.10,-0.20,
0.15,-0.60,
0.20,-1.00,
0.27,-2.00,
0.34,-3.00,
0.44,-5.00,
0.58,-9.00,
0.70,-13.50,
0.90,-20.00,
1.00,-24.60,
1.10,-28.00,
2.50,-28.00,
4.30,-42.50,
8.00,-42.50,
10.00,-51.00,
15.00,-51.00,
20.00,-51.00,
27.00,-60.00,
42.00,-68.00,
70.00,-68.00,
80.00,-80.00,
180.00,-80.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,25
-180.00,-83.00,
-80.00,-83.00,
-70.00,-76.00,
-60.00,-76.00,
-55.00,-72.50,
-15.00,-72.50,
-12.50,-72.50,
-10.00,-70.00,
-8.00,-70.00,
-5.00,-64.00,
-3.00,-61.50,
-2.00,-54.00,
-0.70,-33.00,
0.00,-33.00,
0.70,-33.00,
2.00,-55.00,
4.00,-63.00,
6.00,-63.00,
8.50,-71.50,
15.00,-71.50,
45.00,-71.50,
60.00,-78.00,
70.00,-78.00,
80.00,-83.00,
180.00,-83.00,
ENDFIL:,EOF
