REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,UHX10-59
PATNUM:,1667K
FEDORN:,LEFT
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,20001004
LOWFRQ:,5925
HGHFRQ:,6425
GUNITS:,DBI/DBR
LWGAIN:,42.9
MDGAIN:,43.2
HGGAIN:,43.6
AZWIDT:,1.1
ELWIDT:,1.1
ATVSWR:,1.06
FRTOBA:,80
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,64
-180.0,-80.0,
-92.8,-80.0,
-81.2,-73.0,
-75.0,-73.0,
-70.0,-68.0,
-63.0,-65.0,
-54.0,-64.0,
-52.0,-64.0,
-46.6,-62.0,
-42.1,-60.0,
-37.5,-59.0,
-30.6,-59.0,
-26.3,-58.5,
-20.5,-54.0,
-18.8,-52.0,
-17.0,-52.0,
-15.0,-48.0,
-12.0,-48.0,
-11.4,-47.0,
-11.0,-47.0,
-9.7,-42.5,
-8.9,-42.5,
-7.5,-38.0,
-6.0,-38.0,
-5.3,-36.4,
-4.2,-35.7,
-4.0,-30.0,
-3.5,-29.1,
-2.1,-26.8,
-1.5,-24.9,
-1.0,-8.0,
-0.5,-2.1,
0.0,0.0,
0.1,0.0,
0.5,-1.8,
1.0,-8.2,
1.5,-15.3,
2.4,-24.0,
3.1,-27.5,
4.1,-33.5,
5.8,-35.0,
6.7,-36.0,
7.7,-36.0,
8.3,-37.5,
9.4,-40.0,
10.6,-41.0,
11.2,-43.0,
12.3,-45.0,
15.0,-45.0,
18.6,-45.0,
22.4,-46.0,
28.0,-49.0,
30.3,-50.0,
37.8,-55.0,
40.8,-55.0,
45.6,-58.0,
64.6,-58.0,
67.1,-59.0,
71.2,-63.0,
77.3,-70.0,
80.7,-72.5,
91.8,-78.5,
100.8,-80.0,
180.0,-80.0,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,33
-180.0,-80.0,
-70.0,-80.0,
-60.0,-76.0,
-29.0,-76.0,
-28.0,-74.0,
-22.0,-74.0,
-20.0,-71.0,
-15.0,-71.0,
-14.0,-68.1,
-11.0,-68.0,
-9.0,-65.0,
-5.0,-64.9,
-3.5,-63.6,
-2.5,-55.6,
-2.5,-52.5,
-1.7,-34.0,
0.0,-34.0,
1.6,-34.0,
2.0,-49.5,
2.6,-54.5,
3.2,-56.0,
4.0,-58.0,
10.0,-58.0,
12.0,-62.0,
17.0,-62.0,
21.5,-69.5,
26.4,-69.5,
33.0,-70.0,
38.0,-71.0,
43.0,-76.0,
61.0,-76.0,
79.0,-80.0,
180.0,-80.0,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,62
-180.0,-80.0,
-96.3,-80.0,
-80.7,-75.0,
-79.1,-75.0,
-75.0,-74.0,
-63.0,-66.0,
-53.0,-64.0,
-46.2,-61.0,
-35.9,-61.0,
-32.4,-59.0,
-27.2,-59.0,
-20.6,-53.5,
-19.1,-52.0,
-17.0,-52.0,
-15.0,-48.5,
-12.0,-48.5,
-11.3,-49.0,
-10.6,-48.0,
-9.0,-43.0,
-8.4,-43.0,
-8.0,-40.0,
-7.7,-39.0,
-6.8,-39.0,
-5.2,-37.0,
-4.0,-34.0,
-3.7,-31.5,
-2.0,-30.5,
-1.6,-21.0,
-1.1,-7.8,
-0.5,-1.5,
0.0,0.0,
0.1,0.0,
0.6,-2.5,
1.1,-9.3,
1.6,-18.0,
2.2,-26.5,
2.8,-27.6,
3.7,-30.5,
4.0,-32.5,
5.7,-35.0,
6.5,-35.0,
7.6,-36.0,
8.8,-36.0,
9.6,-38.0,
11.1,-44.5,
13.0,-45.0,
15.0,-45.0,
17.9,-45.0,
20.1,-48.0,
25.1,-50.0,
33.0,-57.6,
38.0,-57.6,
40.0,-59.0,
41.8,-59.0,
46.3,-60.0,
52.2,-61.0,
65.9,-61.0,
71.7,-64.5,
76.3,-68.0,
80.1,-74.5,
82.0,-80.0,
180.0,-80.0,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,32
-180.0,-80.0,
-76.9,-80.0,
-55.0,-78.0,
-44.0,-78.0,
-44.0,-75.0,
-38.0,-75.0,
-32.0,-74.0,
-30.0,-70.0,
-20.0,-70.0,
-15.0,-66.0,
-4.1,-66.0,
-3.9,-65.0,
-3.7,-57.0,
-2.3,-54.0,
-1.5,-34.0,
-1.0,-34.0,
0.0,-34.0,
1.5,-34.0,
2.0,-49.5,
2.5,-51.0,
3.2,-56.5,
8.0,-59.0,
10.0,-63.0,
12.0,-63.0,
13.0,-65.0,
15.0,-65.0,
20.3,-70.0,
44.0,-72.0,
48.0,-77.0,
65.0,-77.0,
79.0,-80.0,
180.0,-80.0,
ENDFIL:,EOF
