REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,P4-122
PATNUM:,3204D
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19811013
LOWFRQ:,12200
HGHFRQ:,13250
GUNITS:,DBI/DBR
LWGAIN:,41.2
MDGAIN:,41.5
HGGAIN:,41.9
AZWIDT:,1.40
ELWIDT:,1.40
ATVSWR:,1.10
FRTOBA:,49.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,39
-180.00,-48.90,
-170.00,-48.90,
-170.00,-53.00,
-131.00,-53.00,
-111.00,-39.00,
-95.00,-44.00,
-80.00,-44.00,
-61.00,-38.00,
-30.00,-38.00,
-25.00,-36.00,
-11.60,-36.00,
-10.50,-32.00,
-8.10,-31.00,
-5.50,-31.00,
-4.60,-24.00,
-2.00,-20.00,
-1.50,-20.00,
-1.00,-4.00,
-0.50,-0.90,
0.00,0.00,
0.50,-0.90,
1.00,-4.00,
1.50,-20.00,
2.00,-20.00,
4.60,-24.00,
5.50,-31.00,
8.10,-31.00,
10.50,-32.00,
11.60,-36.00,
25.00,-36.00,
30.00,-38.00,
61.00,-38.00,
80.00,-44.00,
95.00,-44.00,
111.00,-39.00,
131.00,-53.00,
170.00,-53.00,
170.00,-48.90,
180.00,-48.90,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,17
-180.00,-53.80,
-80.00,-54.00,
-70.00,-52.00,
-14.00,-52.00,
-12.70,-48.00,
-4.00,-48.00,
-2.50,-44.00,
-1.60,-30.00,
0.00,-30.00,
1.60,-30.00,
2.50,-44.00,
4.00,-48.00,
12.70,-48.00,
14.00,-52.00,
70.00,-52.00,
80.00,-54.00,
180.00,-53.80,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,35
-180.00,-48.90,
-170.00,-48.90,
-170.00,-53.00,
-125.00,-53.00,
-105.00,-40.00,
-98.50,-40.00,
-68.50,-46.90,
-60.00,-46.90,
-20.00,-32.90,
-15.00,-32.90,
-13.00,-31.00,
-5.40,-31.00,
-4.60,-26.00,
-2.00,-20.00,
-1.50,-20.00,
-1.00,-4.00,
-0.50,-0.90,
0.00,0.00,
0.50,-0.90,
1.00,-4.00,
1.50,-20.00,
2.00,-20.00,
4.60,-26.00,
5.40,-31.00,
13.00,-31.00,
15.00,-32.90,
20.00,-32.90,
60.00,-46.90,
68.50,-46.90,
98.50,-40.00,
105.00,-40.00,
125.00,-53.00,
170.00,-53.00,
170.00,-48.90,
180.00,-48.90,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,17
-180.00,-53.80,
-80.00,-54.00,
-15.00,-52.00,
-9.00,-52.00,
-6.50,-48.00,
-4.00,-48.00,
-2.50,-44.00,
-1.60,-30.00,
0.00,-30.00,
1.60,-30.00,
2.50,-44.00,
4.00,-48.00,
6.50,-48.00,
9.00,-52.00,
15.00,-52.00,
80.00,-54.00,
180.00,-53.80,
ENDFIL:,EOF
