REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,PAR10-59
PATNUM:,1649A
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19970826
LOWFRQ:,5925
HGHFRQ:,6425
GUNITS:,DBI/DBR
LWGAIN:,43.0
MDGAIN:,43.2
HGGAIN:,43.4
AZWIDT:,1.10
ELWIDT:,1.10
ATVSWR:,1.06
FRTOBA:,62.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,37
-180.00,-62.00,
-109.90,-62.00,
-100.10,-55.23,
-94.59,-51.00,
-59.39,-49.45,
-17.26,-47.56,
-15.00,-43.50,
-12.37,-43.50,
-6.00,-30.50,
-3.75,-30.00,
-3.00,-23.35,
-2.49,-23.12,
-1.92,-22.82,
-1.08,-7.76,
-0.88,-5.19,
-0.66,-2.46,
-0.44,-0.94,
-0.22,-0.01,
0.00,0.00,
0.22,-0.01,
0.44,-0.94,
0.66,-2.46,
0.88,-5.19,
1.08,-7.76,
1.92,-22.82,
2.49,-23.12,
3.00,-23.35,
3.75,-30.00,
6.00,-30.50,
12.37,-43.50,
15.00,-43.50,
17.26,-47.56,
59.39,-49.45,
94.59,-51.00,
100.10,-55.23,
109.90,-62.00,
180.00,-62.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,23
-180.00,-62.00,
-25.00,-62.00,
-22.72,-61.22,
-18.95,-58.70,
-15.00,-54.70,
-14.00,-54.70,
-8.32,-54.70,
-8.01,-54.70,
-6.00,-48.00,
-2.50,-48.00,
-1.00,-30.00,
0.00,-30.00,
1.00,-30.00,
2.50,-48.00,
6.00,-48.00,
8.01,-54.70,
8.32,-54.70,
14.00,-54.70,
15.00,-54.70,
18.95,-58.70,
22.72,-61.22,
25.00,-62.00,
180.00,-62.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,41
-180.00,-62.00,
-106.70,-62.00,
-93.24,-52.13,
-43.27,-52.13,
-37.55,-50.21,
-29.44,-50.08,
-26.12,-45.34,
-19.65,-41.91,
-15.00,-41.93,
-9.88,-36.05,
-8.03,-34.50,
-5.49,-29.84,
-4.14,-29.84,
-3.50,-27.00,
-2.00,-27.00,
-1.10,-6.02,
-0.88,-3.77,
-0.66,-2.40,
-0.44,-1.04,
-0.22,-0.01,
0.00,0.00,
0.22,-0.01,
0.44,-1.04,
0.66,-2.40,
0.88,-3.77,
1.10,-6.02,
2.00,-27.00,
3.50,-27.00,
4.14,-29.84,
5.49,-29.84,
8.03,-34.50,
9.88,-36.05,
15.00,-41.93,
19.65,-41.91,
26.12,-45.34,
29.44,-50.08,
37.55,-50.21,
43.27,-52.13,
93.24,-52.13,
106.70,-62.00,
180.00,-62.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,9
-180.00,-62.00,
-15.00,-62.00,
-4.51,-62.00,
-1.00,-30.00,
0.00,-30.00,
1.00,-30.00,
4.51,-62.00,
15.00,-62.00,
180.00,-62.00,
ENDFIL:,EOF
