REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,PXL10-71
PATNUM:,2731
FEDORN:,NA
DESCR1:,Provisional
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,20000829
LOWFRQ:,7125
HGHFRQ:,7750
GUNITS:,DBI/DBR
LWGAIN:,44.1
MDGAIN:,44.5
HGGAIN:,44.9
AZWIDT:,0.90
ELWIDT:,0.90
ATVSWR:,1.06
FRTOBA:,52.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,59
-180.00,-52.00,
-168.64,-52.00,
-168.64,-60.00,
-124.18,-60.00,
-94.04,-46.00,
-85.15,-49.17,
-53.53,-49.17,
-40.69,-42.05,
-15.00,-36.09,
-9.97,-29.14,
-5.11,-29.14,
-1.32,-24.67,
-0.99,-15.07,
-0.99,-10.10,
-0.82,-6.13,
-0.77,-5.21,
-0.71,-4.37,
-0.66,-3.63,
-0.60,-2.96,
-0.55,-2.38,
-0.49,-1.87,
-0.44,-1.44,
-0.38,-1.07,
-0.33,-0.76,
-0.27,-0.51,
-0.22,-0.32,
-0.16,-0.17,
-0.11,-0.07,
-0.05,-0.02,
0.00,0.00,
0.05,-0.02,
0.11,-0.07,
0.16,-0.17,
0.22,-0.32,
0.27,-0.51,
0.33,-0.76,
0.38,-1.07,
0.44,-1.44,
0.49,-1.87,
0.55,-2.38,
0.60,-2.96,
0.66,-3.63,
0.71,-4.37,
0.77,-5.21,
0.82,-6.13,
0.99,-10.10,
0.99,-15.07,
1.32,-24.67,
5.11,-29.14,
9.97,-29.14,
15.00,-36.09,
40.69,-42.05,
53.53,-49.17,
85.15,-49.17,
94.04,-46.00,
124.18,-60.00,
168.64,-60.00,
168.64,-52.00,
180.00,-52.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,17
-180.00,-60.00,
-15.00,-60.00,
-8.08,-45.00,
-2.55,-45.00,
-1.98,-40.00,
-1.65,-35.10,
-1.40,-33.11,
-1.00,-30.00,
0.00,-30.00,
1.00,-30.00,
1.40,-33.11,
1.65,-35.10,
1.98,-40.00,
2.55,-45.00,
8.08,-45.00,
15.00,-60.00,
180.00,-60.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,69
-180.00,-52.00,
-168.14,-52.00,
-168.14,-60.00,
-124.18,-60.00,
-94.04,-48.00,
-74.28,-54.14,
-58.97,-54.14,
-35.25,-45.03,
-29.82,-39.90,
-15.00,-38.08,
-10.05,-31.95,
-3.05,-28.97,
-1.98,-21.03,
-1.24,-21.03,
-1.07,-15.07,
-0.99,-10.93,
-0.91,-8.94,
-0.85,-7.92,
-0.79,-6.95,
-0.73,-6.02,
-0.68,-5.30,
-0.63,-4.62,
-0.58,-3.98,
-0.54,-3.38,
-0.49,-2.82,
-0.44,-2.31,
-0.39,-1.85,
-0.34,-1.43,
-0.29,-1.06,
-0.24,-0.74,
-0.19,-0.48,
-0.15,-0.27,
-0.10,-0.12,
-0.05,-0.03,
0.00,0.00,
0.05,-0.03,
0.10,-0.12,
0.15,-0.27,
0.19,-0.48,
0.24,-0.74,
0.29,-1.06,
0.34,-1.43,
0.39,-1.85,
0.44,-2.31,
0.49,-2.82,
0.54,-3.38,
0.58,-3.98,
0.63,-4.62,
0.68,-5.30,
0.73,-6.02,
0.79,-6.95,
0.85,-7.92,
0.91,-8.94,
0.99,-10.93,
1.07,-15.07,
1.24,-21.03,
1.98,-21.03,
3.05,-28.97,
10.05,-31.95,
15.00,-38.08,
29.82,-39.90,
35.25,-45.03,
58.97,-54.14,
74.28,-54.14,
94.04,-48.34,
124.18,-60.26,
168.14,-60.26,
168.14,-52.32,
180.00,-52.32,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,13
-180.00,-60.00,
-25.87,-60.00,
-15.00,-58.00,
-11.00,-50.00,
-3.00,-50.00,
-1.00,-30.00,
0.00,-30.00,
1.00,-30.00,
3.00,-50.00,
11.00,-50.00,
15.00,-58.00,
25.87,-60.00,
180.00,-60.00,
ENDFIL:,EOF
