REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,HPX10-82
PATNUM:,2865C
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19800812
LOWFRQ:,8200
HGHFRQ:,8500
GUNITS:,DBI/DBR
LWGAIN:,45.5
MDGAIN:,45.6
HGGAIN:,45.7
AZWIDT:,0.80
ELWIDT:,0.00
ATVSWR:,1.06
FRTOBA:,70.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,25
-180.00,-70.00,
-90.00,-70.00,
-80.00,-65.00,
-70.00,-52.00,
-31.00,-45.20,
-26.50,-40.80,
-15.00,-38.00,
-13.00,-38.00,
-2.60,-25.00,
-1.50,-25.00,
-1.00,-14.00,
-0.50,-4.00,
0.00,0.00,
0.50,-4.00,
1.00,-14.00,
1.50,-25.00,
2.60,-25.00,
13.00,-38.00,
15.00,-38.00,
26.50,-40.80,
31.00,-45.20,
70.00,-52.00,
80.00,-65.00,
90.00,-70.00,
180.00,-70.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,17
-180.00,-72.00,
-92.50,-72.00,
-70.00,-65.00,
-15.00,-53.80,
-9.50,-49.00,
-4.00,-49.00,
-2.00,-46.00,
-0.90,-30.00,
0.00,-30.00,
0.90,-30.00,
2.00,-46.00,
4.00,-49.00,
9.50,-49.00,
15.00,-53.80,
70.00,-65.00,
92.50,-72.00,
180.00,-72.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,35
-180.00,-71.20,
-91.00,-71.20,
-77.00,-65.00,
-72.00,-55.00,
-53.00,-55.00,
-40.00,-48.00,
-30.00,-48.00,
-22.00,-41.00,
-14.00,-41.00,
-13.00,-38.00,
-10.90,-35.10,
-8.60,-35.10,
-5.00,-29.00,
-2.50,-29.00,
-1.50,-25.00,
-1.00,-14.00,
-0.50,-4.00,
0.00,0.00,
0.50,-4.00,
1.00,-14.00,
1.50,-25.00,
2.50,-29.00,
5.00,-29.00,
8.60,-35.10,
10.90,-35.10,
13.00,-38.00,
14.00,-41.00,
22.00,-41.00,
30.00,-48.00,
40.00,-48.00,
53.00,-55.00,
72.00,-55.00,
77.00,-65.00,
91.00,-71.20,
180.00,-71.20,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,25
-180.00,-71.20,
-91.00,-71.20,
-77.70,-65.60,
-28.00,-59.50,
-15.10,-54.00,
-15.10,-52.00,
-15.00,-51.90,
-13.50,-50.60,
-6.00,-50.60,
-5.00,-48.40,
-2.40,-44.30,
-0.90,-30.00,
0.00,-30.00,
0.90,-30.00,
2.40,-44.30,
5.00,-48.40,
6.00,-50.60,
13.50,-50.60,
15.00,-51.90,
15.10,-52.00,
15.10,-54.00,
28.00,-59.50,
77.70,-65.60,
91.00,-71.20,
180.00,-71.20,
ENDFIL:,EOF
