REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,PAR10-59W
PATNUM:,1279
FEDORN:,RIGHT
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19971205
LOWFRQ:,5925
HGHFRQ:,7125
GUNITS:,DBI/DBR
LWGAIN:,43.0
MDGAIN:,43.4
HGGAIN:,43.8
AZWIDT:,1.10
ELWIDT:,1.10
ATVSWR:,1.06
FRTOBA:,62.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,74
-180.00,-62.00,
-118.00,-62.00,
-100.00,-55.03,
-95.49,-50.59,
-64.08,-50.66,
-60.00,-49.28,
-49.98,-49.15,
-45.00,-48.26,
-31.60,-48.26,
-30.00,-47.40,
-17.18,-46.18,
-15.00,-46.07,
-13.76,-46.07,
-13.00,-42.86,
-10.79,-42.86,
-10.02,-38.32,
-8.91,-38.32,
-8.07,-35.49,
-7.00,-33.16,
-5.99,-33.24,
-5.00,-27.72,
-3.68,-27.65,
-2.96,-25.37,
-2.75,-23.86,
-2.53,-23.22,
-2.32,-22.86,
-2.11,-22.50,
-1.90,-21.68,
-1.69,-20.37,
-1.48,-17.13,
-1.27,-10.91,
-1.06,-6.49,
-0.84,-4.17,
-0.63,-2.28,
-0.42,-0.82,
-0.21,-0.01,
0.00,0.00,
0.00,0.00,
0.21,-0.01,
0.42,-0.82,
0.63,-2.28,
0.84,-4.17,
1.06,-6.49,
1.27,-10.91,
1.48,-17.13,
1.69,-20.37,
1.90,-21.68,
2.11,-22.50,
2.32,-22.86,
2.53,-23.22,
2.75,-23.86,
2.96,-25.37,
3.68,-27.65,
5.00,-27.72,
5.99,-33.24,
7.00,-33.16,
8.07,-35.49,
8.91,-38.32,
10.02,-38.32,
10.79,-42.86,
13.00,-42.86,
13.76,-46.07,
15.00,-46.07,
17.18,-46.18,
30.00,-47.40,
31.60,-48.26,
45.00,-48.26,
49.98,-49.15,
60.00,-49.28,
64.08,-50.66,
95.49,-50.59,
100.00,-55.03,
118.00,-62.00,
180.00,-62.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,36
-180.00,-62.00,
-102.00,-62.00,
-100.00,-62.00,
-58.73,-62.00,
-55.00,-62.00,
-30.64,-62.00,
-30.00,-62.00,
-25.00,-60.88,
-23.00,-60.50,
-19.23,-57.53,
-15.85,-54.83,
-15.00,-54.00,
-8.00,-53.42,
-6.79,-53.42,
-6.14,-48.81,
-3.39,-48.89,
-1.00,-30.00,
0.00,-30.00,
0.00,-30.00,
1.00,-30.00,
3.39,-48.89,
6.14,-48.81,
6.79,-53.42,
8.00,-53.42,
15.00,-54.00,
15.85,-54.83,
19.23,-57.53,
23.00,-60.50,
25.00,-60.88,
30.00,-62.00,
30.64,-62.00,
55.00,-62.00,
58.73,-62.00,
100.00,-62.00,
102.00,-62.00,
180.00,-62.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,66
-180.00,-62.00,
-110.00,-62.00,
-94.00,-51.90,
-45.03,-51.90,
-40.00,-47.75,
-30.00,-47.75,
-25.00,-45.11,
-20.00,-42.31,
-15.00,-42.31,
-13.59,-42.31,
-13.00,-40.61,
-12.00,-40.09,
-11.00,-36.97,
-10.00,-36.82,
-8.86,-36.82,
-8.00,-33.91,
-7.50,-33.00,
-6.00,-29.69,
-3.50,-29.69,
-3.17,-28.14,
-2.96,-27.53,
-2.75,-27.24,
-2.53,-26.94,
-2.32,-26.24,
-2.11,-25.51,
-1.90,-24.79,
-1.69,-23.33,
-1.48,-18.60,
-1.27,-10.71,
-1.06,-6.97,
-0.84,-4.79,
-0.63,-2.28,
-0.42,-0.95,
-0.21,-0.01,
0.00,0.00,
0.21,-0.01,
0.42,-0.95,
0.63,-2.28,
0.84,-4.79,
1.06,-6.97,
1.27,-10.71,
1.48,-14.45,
1.69,-25.45,
1.90,-27.30,
2.11,-27.71,
2.32,-28.09,
3.40,-28.09,
3.80,-31.64,
6.00,-31.64,
6.84,-34.22,
8.00,-34.22,
8.97,-36.23,
10.00,-36.23,
10.82,-40.10,
12.00,-40.10,
12.63,-48.36,
14.00,-48.36,
14.11,-48.85,
15.00,-48.85,
25.00,-48.85,
27.70,-50.88,
55.00,-50.88,
56.36,-52.58,
95.00,-52.58,
113.00,-62.00,
180.00,-62.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,24
-180.00,-62.00,
-50.00,-62.00,
-45.00,-62.00,
-30.08,-62.00,
-30.00,-62.00,
-22.07,-62.00,
-20.00,-62.00,
-15.00,-62.00,
-13.04,-62.00,
-13.00,-62.00,
-11.68,-62.00,
-11.00,-62.00,
-10.00,-62.00,
-4.00,-62.00,
-1.00,-30.00,
0.00,-30.00,
1.00,-30.00,
4.00,-62.00,
6.00,-62.00,
6.71,-62.00,
15.00,-62.00,
60.00,-62.00,
63.72,-62.00,
180.00,-62.00,
ENDFIL:,EOF
