REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,PL12-107
PATNUM:,3116G
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19900612
LOWFRQ:,10700
HGHFRQ:,11700
GUNITS:,DBI/DBR
LWGAIN:,49.4
MDGAIN:,49.8
HGGAIN:,50.2
AZWIDT:,0.50
ELWIDT:,0.50
ATVSWR:,1.06
FRTOBA:,60.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,35
-180.00,-60.00,
-170.00,-60.00,
-170.00,-68.00,
-120.00,-68.00,
-105.00,-51.00,
-65.00,-50.00,
-13.50,-50.00,
-11.00,-46.00,
-7.50,-45.00,
-7.00,-42.00,
-4.50,-35.00,
-3.00,-35.00,
-1.00,-24.00,
-0.50,-5.00,
-0.40,-2.00,
-0.30,-1.00,
-0.20,-0.20,
0.00,0.00,
0.20,-0.20,
0.30,-1.00,
0.40,-2.00,
0.50,-5.00,
1.00,-24.00,
3.00,-35.00,
4.50,-35.00,
7.00,-42.00,
7.50,-45.00,
11.00,-46.00,
13.50,-50.00,
65.00,-50.00,
105.00,-51.00,
120.00,-68.00,
170.00,-68.00,
170.00,-60.00,
180.00,-60.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,21
-180.00,-70.00,
-75.00,-70.00,
-50.00,-68.00,
-15.00,-67.00,
-10.00,-67.00,
-7.50,-61.00,
-6.00,-61.00,
-2.50,-43.00,
-1.50,-42.00,
-0.50,-30.00,
0.00,-30.00,
0.50,-30.00,
1.50,-42.00,
2.50,-43.00,
6.00,-61.00,
7.50,-61.00,
10.00,-67.00,
15.00,-67.00,
50.00,-68.00,
75.00,-70.00,
180.00,-70.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,39
-180.00,-60.00,
-170.00,-60.00,
-170.00,-68.00,
-120.00,-68.00,
-100.00,-53.00,
-25.00,-53.00,
-15.00,-48.00,
-12.50,-45.00,
-11.00,-39.00,
-8.00,-39.00,
-5.00,-34.00,
-2.50,-28.00,
-1.50,-27.00,
-1.00,-24.00,
-0.50,-15.00,
-0.50,-5.00,
-0.40,-2.00,
-0.30,-1.00,
-0.20,-0.20,
0.00,0.00,
0.20,-0.20,
0.30,-1.00,
0.40,-2.00,
0.50,-5.00,
0.50,-15.00,
1.00,-24.00,
1.50,-27.00,
2.50,-28.00,
5.00,-34.00,
8.00,-39.00,
11.00,-39.00,
12.50,-45.00,
15.00,-48.00,
25.00,-53.00,
100.00,-53.00,
120.00,-68.00,
170.00,-68.00,
170.00,-60.00,
180.00,-60.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,21
-180.00,-70.00,
-110.00,-70.00,
-105.00,-69.00,
-80.00,-68.00,
-65.00,-64.00,
-7.50,-64.00,
-5.00,-52.00,
-2.50,-52.00,
-1.50,-42.00,
-0.50,-30.00,
0.00,-30.00,
0.50,-30.00,
1.50,-42.00,
2.50,-52.00,
5.00,-52.00,
7.50,-64.00,
65.00,-64.00,
80.00,-68.00,
105.00,-69.00,
110.00,-70.00,
180.00,-70.00,
ENDFIL:,EOF
