REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,HPX12-71W
PATNUM:,1009A
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,20000510
LOWFRQ:,7125
HGHFRQ:,8500
GUNITS:,DBI/DBR
LWGAIN:,46.1
MDGAIN:,46.7
HGGAIN:,47.5
AZWIDT:,0.80
ELWIDT:,0.80
ATVSWR:,1.10
FRTOBA:,70.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,37
-180.0,-70.0,
-100.0,-70.0,
-70.0,-50.0,
-35.0,-49.0,
-20.0,-37.0,
-15.0,-37.0,
-12.0,-37.0,
-7.0,-32.0,
-5.0,-32.0,
-2.0,-23.0,
-1.5,-23.0,
-1.0,-18.8,
-0.7,-9.2,
-0.5,-4.7,
-0.4,-3.0,
-0.3,-1.3,
-0.2,-0.8,
-0.1,-0.2,
0.0,0.0,
0.1,-0.2,
0.2,-0.8,
0.3,-1.3,
0.4,-3.0,
0.5,-4.7,
0.7,-9.2,
1.0,-18.8,
1.5,-23.0,
2.0,-23.0,
5.0,-32.0,
7.0,-32.0,
12.0,-37.0,
15.0,-37.0,
20.0,-37.0,
35.0,-49.0,
70.0,-50.0,
100.0,-70.0,
180.0,-70.0,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,19
-180.0,-75.0,
-90.0,-75.0,
-85.0,-69.0,
-60.0,-61.0,
-15.0,-57.0,
-7.0,-44.0,
-3.0,-44.0,
-1.8,-40.0,
-1.0,-30.0,
0.0,-30.0,
1.0,-30.0,
1.8,-40.0,
3.0,-44.0,
7.0,-44.0,
15.0,-57.0,
60.0,-61.0,
85.0,-69.0,
90.0,-75.0,
180.0,-75.0,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,37
-180.0,-70.0,
-90.0,-70.0,
-70.0,-52.0,
-45.0,-52.0,
-20.0,-40.0,
-15.0,-40.0,
-13.5,-40.0,
-9.0,-34.0,
-5.0,-34.0,
-1.5,-23.0,
-1.0,-23.0,
-0.8,-18.8,
-0.7,-9.2,
-0.5,-4.7,
-0.4,-3.0,
-0.3,-1.3,
-0.2,-0.8,
-0.1,-0.2,
0.0,0.0,
0.1,-0.2,
0.2,-0.8,
0.3,-1.3,
0.4,-3.0,
0.5,-4.7,
0.7,-9.2,
0.8,-18.8,
1.0,-23.0,
1.5,-23.0,
5.0,-34.0,
9.0,-34.0,
13.5,-40.0,
15.0,-40.0,
20.0,-40.0,
45.0,-52.0,
70.0,-52.0,
90.0,-70.0,
180.0,-70.0,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,17
-180.0,-75.0,
-90.0,-75.0,
-65.0,-63.0,
-15.0,-57.0,
-10.0,-47.0,
-2.5,-46.0,
-1.8,-40.0,
-1.0,-30.0,
0.0,-30.0,
1.0,-30.0,
1.8,-40.0,
2.5,-46.0,
10.0,-47.0,
15.0,-57.0,
65.0,-63.0,
90.0,-75.0,
180.0,-75.0,
ENDFIL:,EOF
