REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,P2-57W
PATNUM:,2892
FEDORN:,RIGHT
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19961130
LOWFRQ:,5725
HGHFRQ:,6425
GUNITS:,DBI/DBR
LWGAIN:,29.2
MDGAIN:,29.3
HGGAIN:,29.9
AZWIDT:,5.80
ELWIDT:,5.80
ATVSWR:,1.10
FRTOBA:,40.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,44
-180.00,-40.00,
-128.00,-40.00,
-120.00,-37.65,
-109.79,-37.65,
-100.00,-32.72,
-90.00,-29.54,
-41.05,-29.54,
-40.00,-28.83,
-35.00,-25.62,
-21.93,-25.62,
-20.00,-20.43,
-15.00,-20.43,
-10.74,-20.43,
-10.05,-18.88,
-8.94,-17.84,
-7.82,-16.80,
-6.70,-15.69,
-5.59,-13.08,
-4.47,-7.52,
-3.35,-2.95,
-2.23,-0.83,
-1.12,0.00,
0.00,0.00,
1.12,0.00,
2.23,-0.86,
3.35,-3.02,
4.47,-7.55,
5.59,-13.70,
6.70,-15.89,
7.82,-16.73,
8.94,-17.56,
10.05,-18.40,
10.57,-20.14,
15.00,-20.14,
20.00,-20.14,
23.21,-26.55,
35.00,-26.55,
37.98,-28.85,
90.00,-28.85,
100.00,-33.06,
110.00,-34.26,
119.52,-39.02,
126.00,-40.00,
180.00,-40.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,25
-180.00,-44.00,
-103.77,-44.00,
-100.00,-41.38,
-86.16,-41.38,
-80.00,-38.17,
-45.66,-38.17,
-45.00,-37.49,
-15.00,-37.49,
-7.45,-37.49,
-7.00,-35.17,
-6.00,-30.00,
0.00,-30.00,
6.00,-30.00,
6.37,-35.08,
12.00,-35.08,
12.79,-37.66,
15.00,-37.66,
55.00,-37.66,
57.31,-39.33,
75.00,-39.33,
76.05,-39.87,
90.00,-39.87,
100.00,-41.62,
105.00,-44.00,
180.00,-44.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,42
-180.00,-40.00,
-122.00,-40.00,
-105.00,-34.22,
-98.61,-34.22,
-90.00,-31.29,
-80.00,-29.04,
-75.00,-28.33,
-31.63,-28.33,
-30.00,-27.16,
-23.20,-27.16,
-20.00,-19.77,
-15.00,-19.77,
-10.56,-19.77,
-10.05,-17.98,
-8.94,-16.29,
-7.82,-14.60,
-6.70,-12.65,
-5.59,-10.28,
-4.47,-6.13,
-3.35,-2.28,
-2.23,-0.65,
-1.12,0.00,
0.00,0.00,
1.12,0.00,
2.23,-0.48,
3.35,-2.32,
4.47,-5.82,
5.59,-9.32,
6.70,-14.60,
7.82,-17.43,
8.94,-18.72,
10.05,-19.81,
10.74,-20.48,
15.00,-20.48,
20.00,-20.48,
24.82,-28.20,
30.00,-28.20,
32.72,-30.88,
100.00,-30.88,
110.00,-37.11,
125.00,-40.00,
180.00,-40.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,18
-180.00,-44.00,
-86.69,-44.00,
-80.00,-42.59,
-25.13,-42.59,
-25.00,-42.49,
-15.00,-42.49,
-9.56,-42.49,
-9.00,-38.37,
-6.00,-30.00,
0.00,-30.00,
6.00,-30.00,
6.60,-41.58,
75.00,-41.58,
75.58,-41.91,
100.00,-41.91,
110.00,-43.40,
120.00,-44.00,
180.00,-44.00,
ENDFIL:,EOF
