REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,HP10-186
PATNUM:,3963
FEDORN:,NA
DESCR1:,
DESCR2:,Consult RPEs 3964 and 3965 for 6.5 GHz Performance.
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19920425
LOWFRQ:,1850
HGHFRQ:,1990
GUNITS:,DBI/DBR
LWGAIN:,32.4
MDGAIN:,32.7
HGGAIN:,33.0
AZWIDT:,3.70
ELWIDT:,3.70
ATVSWR:,1.15
FRTOBA:,54.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,71
-180.00,-54.00,
-100.00,-54.00,
-70.00,-43.00,
-60.00,-36.50,
-45.00,-36.50,
-40.00,-33.00,
-30.00,-33.00,
-18.00,-24.00,
-15.00,-24.00,
-13.00,-20.00,
-8.50,-20.00,
-7.00,-17.00,
-4.50,-17.00,
-4.40,-16.10,
-4.20,-14.70,
-4.00,-13.30,
-3.80,-12.00,
-3.60,-10.80,
-3.40,-9.60,
-3.20,-8.50,
-3.00,-7.50,
-2.80,-6.50,
-2.60,-5.60,
-2.40,-4.80,
-2.20,-4.00,
-2.00,-3.30,
-1.80,-2.70,
-1.60,-2.10,
-1.40,-1.60,
-1.20,-1.20,
-1.00,-0.80,
-0.80,-0.50,
-0.60,-0.30,
-0.40,-0.10,
-0.20,0.00,
0.00,0.00,
0.20,0.00,
0.40,-0.10,
0.60,-0.30,
0.80,-0.50,
1.00,-0.80,
1.20,-1.20,
1.40,-1.60,
1.60,-2.10,
1.80,-2.70,
2.00,-3.30,
2.20,-4.00,
2.40,-4.80,
2.60,-5.60,
2.80,-6.50,
3.00,-7.50,
3.20,-8.50,
3.40,-9.60,
3.60,-10.80,
3.80,-12.00,
4.00,-13.30,
4.20,-14.70,
4.40,-16.10,
4.50,-17.00,
7.00,-17.00,
8.50,-20.00,
13.00,-20.00,
15.00,-24.00,
18.00,-24.00,
30.00,-33.00,
40.00,-33.00,
45.00,-36.50,
60.00,-36.50,
70.00,-43.00,
100.00,-54.00,
180.00,-54.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,23
-180.00,-55.00,
-170.00,-55.00,
-170.00,-59.00,
-105.00,-59.00,
-70.00,-50.00,
-65.00,-44.00,
-15.00,-44.00,
-10.00,-44.00,
-7.50,-35.00,
-6.00,-35.00,
-4.00,-28.00,
0.00,-28.00,
4.00,-28.00,
6.00,-35.00,
7.50,-35.00,
10.00,-44.00,
15.00,-44.00,
65.00,-44.00,
70.00,-50.00,
105.00,-59.00,
170.00,-59.00,
170.00,-55.00,
180.00,-55.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,71
-180.00,-54.00,
-100.00,-54.00,
-80.00,-47.00,
-65.00,-36.00,
-45.00,-36.00,
-35.00,-33.00,
-25.00,-33.00,
-15.00,-26.00,
-12.00,-21.00,
-7.50,-21.00,
-6.50,-18.50,
-4.70,-18.50,
-4.60,-17.60,
-4.40,-16.10,
-4.20,-14.70,
-4.00,-13.30,
-3.80,-12.00,
-3.60,-10.80,
-3.40,-9.60,
-3.20,-8.50,
-3.00,-7.50,
-2.80,-6.50,
-2.60,-5.60,
-2.40,-4.80,
-2.20,-4.00,
-2.00,-3.30,
-1.80,-2.70,
-1.60,-2.10,
-1.40,-1.60,
-1.20,-1.20,
-1.00,-0.80,
-0.80,-0.50,
-0.60,-0.30,
-0.40,-0.10,
-0.20,0.00,
0.00,0.00,
0.20,0.00,
0.40,-0.10,
0.60,-0.30,
0.80,-0.50,
1.00,-0.80,
1.20,-1.20,
1.40,-1.60,
1.60,-2.10,
1.80,-2.70,
2.00,-3.30,
2.20,-4.00,
2.40,-4.80,
2.60,-5.60,
2.80,-6.50,
3.00,-7.50,
3.20,-8.50,
3.40,-9.60,
3.60,-10.80,
3.80,-12.00,
4.00,-13.30,
4.20,-14.70,
4.40,-16.10,
4.60,-17.60,
4.70,-18.50,
6.50,-18.50,
7.50,-21.00,
12.00,-21.00,
15.00,-26.00,
25.00,-33.00,
35.00,-33.00,
45.00,-36.00,
65.00,-36.00,
80.00,-47.00,
100.00,-54.00,
180.00,-54.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,23
-180.00,-55.00,
-170.00,-55.00,
-170.00,-59.00,
-120.00,-59.00,
-90.00,-56.00,
-85.00,-56.00,
-65.00,-47.00,
-30.00,-47.00,
-15.00,-37.00,
-7.00,-37.00,
-4.00,-28.00,
0.00,-28.00,
4.00,-28.00,
7.00,-37.00,
15.00,-37.00,
30.00,-47.00,
65.00,-47.00,
85.00,-56.00,
90.00,-56.00,
120.00,-59.00,
170.00,-59.00,
170.00,-55.00,
180.00,-55.00,
ENDFIL:,EOF
