REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,P2F-23
PATNUM:,3014B
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19971022
LOWFRQ:,2300
HGHFRQ:,2500
GUNITS:,DBI/DBR
LWGAIN:,20.8
MDGAIN:,21.6
HGGAIN:,22.0
AZWIDT:,12.00
ELWIDT:,13.30
ATVSWR:,1.50
FRTOBA:,24.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,55
-180.00,-25.00,
-176.00,-25.00,
-173.00,-28.50,
-169.00,-28.50,
-161.00,-32.00,
-150.00,-32.00,
-144.00,-30.00,
-116.00,-29.00,
-86.00,-29.00,
-81.00,-27.50,
-60.00,-27.50,
-27.00,-14.00,
-13.30,-14.00,
-13.00,-13.00,
-11.60,-10.00,
-10.90,-8.75,
-10.20,-7.60,
-9.20,-6.00,
-7.70,-4.00,
-6.65,-3.00,
-5.65,-2.05,
-4.55,-1.30,
-3.70,-0.80,
-2.85,-0.45,
-2.10,-0.25,
-1.50,-0.15,
-0.90,0.00,
0.00,0.00,
0.90,0.00,
1.50,-0.15,
2.10,-0.25,
2.85,-0.45,
3.70,-0.80,
4.55,-1.30,
5.65,-2.05,
6.65,-3.00,
7.70,-4.00,
9.20,-6.00,
10.20,-7.60,
10.90,-8.75,
11.60,-10.00,
13.00,-13.00,
13.30,-14.00,
27.00,-14.00,
60.00,-27.50,
81.00,-27.50,
86.00,-29.00,
116.00,-29.00,
144.00,-30.00,
150.00,-32.00,
161.00,-32.00,
169.00,-28.50,
173.00,-28.50,
176.00,-25.00,
180.00,-25.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,19
-180.00,-36.00,
-175.00,-36.00,
-171.00,-40.00,
-123.00,-40.00,
-90.00,-34.00,
-36.00,-34.00,
-28.00,-31.00,
-24.00,-31.00,
-11.00,-21.00,
0.00,-21.00,
11.00,-21.00,
24.00,-31.00,
28.00,-31.00,
36.00,-34.00,
90.00,-34.00,
123.00,-40.00,
171.00,-40.00,
175.00,-36.00,
180.00,-36.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,45
-180.00,-24.00,
-175.00,-24.00,
-172.00,-30.50,
-135.00,-30.50,
-90.00,-19.50,
-40.00,-19.50,
-23.00,-12.00,
-11.50,-12.00,
-11.00,-11.00,
-10.00,-9.00,
-9.15,-7.00,
-8.50,-6.00,
-7.85,-5.00,
-7.05,-4.00,
-6.30,-3.00,
-5.65,-2.50,
-4.90,-1.85,
-4.00,-1.15,
-3.45,-0.85,
-2.40,-0.40,
-1.60,-0.15,
-1.00,-0.10,
0.00,0.00,
1.00,-0.10,
1.60,-0.15,
2.40,-0.40,
3.45,-0.85,
4.00,-1.15,
4.90,-1.85,
5.65,-2.50,
6.30,-3.00,
7.05,-4.00,
7.85,-5.00,
8.50,-6.00,
9.15,-7.00,
10.00,-9.00,
11.00,-11.00,
11.50,-12.00,
23.00,-12.00,
40.00,-19.50,
90.00,-19.50,
135.00,-30.50,
172.00,-30.50,
175.00,-24.00,
180.00,-24.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,11
-180.00,-37.00,
-115.00,-37.00,
-70.00,-30.00,
-16.50,-30.00,
-9.00,-22.00,
0.00,-22.00,
9.00,-22.00,
16.50,-30.00,
70.00,-30.00,
115.00,-37.00,
180.00,-37.00,
ENDFIL:,EOF
