REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,UMX12-A465
PATNUM:,4111
FEDORN:,LEFT 
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19850110
LOWFRQ:,6425
HGHFRQ:,7125
GUNITS:,DBI/DBR
LWGAIN:,44.5
MDGAIN:,45.0
HGGAIN:,45.4
AZWIDT:,0.95
ELWIDT:,0.95
ATVSWR:,1.12
FRTOBA:,78.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,58
-180.00,-78.00,
-171.00,-78.00,
-169.00,-80.00,
-88.00,-80.00,
-81.50,-72.00,
-75.00,-65.00,
-61.00,-56.00,
-56.00,-56.00,
-52.20,-55.00,
-26.00,-55.00,
-21.00,-52.00,
-18.20,-52.00,
-15.00,-48.19,
-14.00,-47.00,
-12.00,-45.70,
-11.00,-45.70,
-8.60,-40.00,
-6.80,-40.00,
-6.20,-36.00,
-5.20,-36.00,
-4.50,-33.00,
-3.20,-27.00,
-2.50,-27.00,
-1.60,-15.50,
-1.20,-15.50,
-1.00,-12.00,
-0.50,-3.50,
-0.30,-1.00,
-0.15,-0.30,
0.00,0.00,
0.15,-0.30,
0.30,-1.00,
0.50,-3.50,
1.00,-12.00,
1.30,-15.20,
1.60,-15.20,
2.60,-25.50,
3.00,-25.50,
5.00,-30.00,
6.00,-34.00,
8.90,-34.00,
9.90,-39.50,
11.50,-39.50,
12.00,-40.50,
15.00,-40.50,
18.00,-45.50,
24.00,-45.50,
27.00,-52.00,
38.00,-52.00,
42.00,-57.50,
54.00,-57.50,
66.00,-61.00,
72.00,-68.00,
75.00,-68.00,
83.00,-80.00,
169.00,-80.00,
171.00,-78.00,
180.00,-78.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,30
-180.00,-80.00,
-87.00,-80.00,
-80.00,-74.50,
-70.00,-65.50,
-64.00,-64.00,
-41.00,-64.00,
-32.00,-61.00,
-22.00,-61.00,
-20.00,-60.00,
-15.00,-60.00,
-7.00,-60.00,
-6.00,-57.00,
-5.00,-57.00,
-2.70,-54.00,
-1.90,-40.00,
-1.20,-30.00,
0.00,-30.00,
1.20,-30.00,
1.60,-40.00,
3.20,-53.00,
5.00,-54.00,
15.00,-54.00,
26.00,-63.00,
37.00,-63.00,
40.00,-66.00,
66.00,-66.00,
68.00,-69.00,
73.00,-69.00,
85.00,-80.00,
180.00,-80.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,60
-180.00,-78.00,
-171.00,-78.00,
-169.00,-80.00,
-96.00,-80.00,
-80.00,-69.00,
-70.00,-61.00,
-64.00,-58.00,
-40.00,-58.00,
-35.00,-56.00,
-27.00,-56.00,
-20.00,-52.00,
-15.00,-48.80,
-12.50,-48.80,
-10.00,-45.50,
-9.00,-39.30,
-8.00,-39.30,
-5.30,-34.00,
-4.10,-34.00,
-3.00,-27.00,
-2.40,-27.00,
-1.90,-20.00,
-1.50,-20.00,
-1.10,-14.00,
-0.50,-3.30,
-0.30,-1.00,
-0.15,-0.30,
0.00,0.00,
0.15,-0.30,
0.30,-1.00,
0.50,-3.30,
1.10,-14.00,
1.40,-18.00,
1.90,-18.00,
2.40,-26.00,
4.10,-27.00,
4.50,-31.00,
5.50,-31.00,
6.00,-33.90,
9.00,-33.90,
10.50,-39.30,
11.30,-39.30,
12.50,-40.50,
15.00,-40.50,
16.00,-40.50,
20.00,-47.00,
22.00,-47.00,
27.00,-51.00,
34.50,-51.00,
38.00,-54.50,
55.00,-54.50,
60.00,-57.00,
65.00,-57.00,
70.00,-61.00,
74.00,-61.00,
85.00,-74.50,
90.00,-74.50,
100.00,-80.00,
169.00,-80.00,
171.00,-78.00,
180.00,-78.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,34
-180.00,-80.00,
-90.00,-80.00,
-65.00,-72.00,
-60.00,-68.00,
-54.20,-65.90,
-42.00,-65.90,
-37.50,-64.50,
-25.00,-64.50,
-20.00,-60.00,
-15.00,-60.00,
-11.60,-60.00,
-10.00,-53.50,
-3.20,-53.50,
-2.00,-40.00,
-1.20,-30.00,
0.00,-30.00,
1.20,-30.00,
1.60,-40.00,
3.30,-52.30,
5.00,-54.50,
6.70,-54.50,
7.60,-57.00,
13.70,-57.00,
15.00,-57.59,
21.00,-60.30,
32.70,-60.30,
37.00,-64.80,
49.00,-64.80,
53.50,-68.50,
61.00,-68.50,
71.00,-76.00,
78.00,-76.00,
82.00,-80.00,
180.00,-80.00,
ENDFIL:,EOF
