REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,MKP-403
PATNUM:,3441A
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19830929
LOWFRQ:,403
HGHFRQ:,470
GUNITS:,DBI/DBR
LWGAIN:,13.5
MDGAIN:,13.5
HGGAIN:,13.5
AZWIDT:,22.00
ELWIDT:,29.00
ATVSWR:,1.35
FRTOBA:,19.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,51
-180.00,-19.00,
-165.00,-19.00,
-150.00,-13.00,
-125.00,-13.00,
-120.00,-16.00,
-70.00,-16.00,
-60.00,-11.00,
-30.00,-9.00,
-25.00,-6.50,
-20.00,-4.72,
-15.00,-3.20,
-13.00,-2.40,
-11.50,-1.78,
-10.00,-1.28,
-9.00,-1.00,
-8.00,-0.73,
-7.00,-0.50,
-6.00,-0.30,
-5.50,-0.25,
-5.00,-0.20,
-4.50,-0.17,
-4.00,-0.13,
-3.50,-0.10,
-3.00,-0.05,
-2.50,0.00,
0.00,0.00,
2.50,0.00,
3.00,-0.05,
3.50,-0.10,
4.00,-0.13,
4.50,-0.17,
5.00,-0.20,
5.50,-0.25,
6.00,-0.30,
7.00,-0.50,
8.00,-0.73,
9.00,-1.00,
10.00,-1.28,
11.50,-1.78,
13.00,-2.40,
15.00,-3.20,
20.00,-4.72,
25.00,-6.50,
30.00,-9.00,
60.00,-11.00,
70.00,-16.00,
120.00,-16.00,
125.00,-13.00,
150.00,-13.00,
165.00,-19.00,
180.00,-19.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,7
-180.00,-25.00,
-40.00,-25.00,
-15.00,-17.50,
0.00,-17.50,
15.00,-17.50,
40.00,-25.00,
180.00,-25.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,43
-180.00,-19.00,
-165.00,-19.00,
-150.00,-12.00,
-90.00,-12.00,
-85.00,-9.00,
-17.80,-8.00,
-15.00,-6.00,
-11.00,-3.28,
-10.00,-2.75,
-9.00,-2.20,
-8.00,-1.68,
-7.00,-1.20,
-6.00,-0.80,
-5.50,-0.65,
-5.00,-0.50,
-4.50,-0.40,
-4.00,-0.28,
-3.50,-0.22,
-3.00,-0.12,
-2.50,-0.05,
-2.00,0.00,
0.00,0.00,
2.00,0.00,
2.50,-0.05,
3.00,-0.12,
3.50,-0.22,
4.00,-0.28,
4.50,-0.40,
5.00,-0.50,
5.50,-0.65,
6.00,-0.80,
7.00,-1.20,
8.00,-1.68,
9.00,-2.20,
10.00,-2.75,
11.00,-3.28,
15.00,-6.00,
17.80,-8.00,
85.00,-9.00,
90.00,-12.00,
150.00,-12.00,
165.00,-19.00,
180.00,-19.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,7
-180.00,-25.00,
-40.00,-25.00,
-15.00,-17.50,
0.00,-17.50,
15.00,-17.50,
40.00,-25.00,
180.00,-25.00,
ENDFIL:,EOF
