REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,KPR3F-23
PATNUM:,2345
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19960325
LOWFRQ:,2290
HGHFRQ:,2500
GUNITS:,DBI/DBR
LWGAIN:,24.2
MDGAIN:,23.6
HGGAIN:,23.6
AZWIDT:,7.90
ELWIDT:,8.70
ATVSWR:,1.35
FRTOBA:,24.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,55
-180.00,-30.00,
-134.00,-30.00,
-115.00,-27.00,
-50.00,-27.00,
-45.00,-25.00,
-37.00,-25.00,
-35.00,-22.00,
-25.00,-22.00,
-18.00,-13.50,
-9.24,-13.50,
-9.16,-12.95,
-8.64,-10.80,
-8.14,-9.50,
-7.72,-8.30,
-7.24,-7.25,
-6.88,-6.50,
-6.50,-5.70,
-6.00,-4.85,
-5.58,-3.95,
-5.02,-3.10,
-4.44,-2.35,
-3.82,-1.60,
-3.34,-1.10,
-2.78,-0.70,
-2.26,-0.45,
-1.64,-0.15,
-1.02,-0.05,
0.00,-0.00,
1.02,-0.05,
1.64,-0.15,
2.26,-0.45,
2.78,-0.70,
3.34,-1.10,
3.82,-1.60,
4.44,-2.35,
5.02,-3.10,
5.58,-3.95,
6.00,-4.85,
6.50,-5.70,
6.88,-6.50,
7.24,-7.25,
7.72,-8.30,
8.14,-9.50,
8.64,-10.80,
9.16,-12.95,
9.24,-13.50,
18.00,-13.50,
25.00,-22.00,
35.00,-22.00,
37.00,-25.00,
45.00,-25.00,
50.00,-27.00,
115.00,-27.00,
134.00,-30.00,
180.00,-30.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,7
-180.00,-33.00,
-18.00,-33.00,
-8.00,-25.00,
0.00,-25.00,
8.00,-25.00,
18.00,-33.00,
180.00,-33.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,43
-180.00,-30.00,
-160.00,-30.00,
-157.00,-28.00,
-120.00,-28.00,
-96.00,-20.00,
-38.00,-20.00,
-32.00,-13.00,
-19.00,-13.00,
-15.00,-10.00,
-7.60,-10.00,
-7.00,-8.55,
-6.48,-7.10,
-5.90,-5.90,
-5.00,-3.90,
-4.42,-2.95,
-3.90,-2.15,
-3.42,-1.65,
-3.00,-1.10,
-2.52,-0.70,
-2.04,-0.30,
-1.22,-0.05,
0.00,-0.00,
1.22,-0.05,
2.04,-0.30,
2.52,-0.70,
3.00,-1.10,
3.42,-1.65,
3.90,-2.15,
4.42,-2.95,
5.00,-3.90,
5.90,-5.90,
6.48,-7.10,
7.00,-8.55,
7.60,-10.00,
15.00,-10.00,
19.00,-13.00,
32.00,-13.00,
38.00,-20.00,
96.00,-20.00,
120.00,-28.00,
157.00,-28.00,
160.00,-30.00,
180.00,-30.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,7
-180.00,-30.00,
-10.00,-30.00,
-5.00,-29.00,
0.00,-29.00,
5.00,-29.00,
10.00,-30.00,
180.00,-30.00,
ENDFIL:,EOF
