REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,VHP1-370B
PATNUM:,3844B
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,20001031
LOWFRQ:,37000
HGHFRQ:,40000
GUNITS:,DBI/DBR
LWGAIN:,39.2
MDGAIN:,39.5
HGGAIN:,39.8
AZWIDT:,1.70
ELWIDT:,1.70
ATVSWR:,1.20
FRTOBA:,60.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,69
-180.00,-60.00,
-80.00,-60.00,
-70.00,-49.00,
-50.00,-44.00,
-45.00,-42.00,
-40.00,-42.00,
-30.00,-42.00,
-30.00,-36.00,
-20.00,-36.00,
-15.00,-33.00,
-10.00,-29.00,
-9.80,-25.00,
-4.80,-25.00,
-3.80,-20.00,
-2.00,-18.00,
-1.90,-15.90,
-1.80,-14.40,
-1.70,-12.80,
-1.70,-12.00,
-1.60,-11.10,
-1.50,-9.90,
-1.50,-9.00,
-1.40,-8.10,
-1.30,-6.90,
-1.20,-6.00,
-1.10,-5.10,
-1.00,-3.90,
-0.90,-3.00,
-0.70,-2.10,
-0.60,-1.50,
-0.50,-1.20,
-0.50,-0.90,
-0.40,-0.60,
-0.30,-0.30,
-0.00,-0.00,
0.30,-0.30,
0.40,-0.60,
0.50,-0.90,
0.50,-1.20,
0.60,-1.50,
0.70,-2.10,
0.90,-3.00,
1.00,-3.90,
1.10,-5.10,
1.20,-6.00,
1.30,-6.90,
1.40,-8.10,
1.50,-9.00,
1.50,-9.90,
1.60,-11.10,
1.70,-12.00,
1.70,-12.80,
1.80,-14.40,
1.90,-15.90,
2.00,-18.00,
3.80,-20.00,
4.80,-25.00,
9.80,-25.00,
10.00,-29.00,
15.00,-33.00,
20.00,-36.00,
30.00,-36.00,
30.00,-42.00,
40.00,-42.00,
45.00,-42.00,
50.00,-44.00,
70.00,-49.00,
80.00,-60.00,
180.00,-60.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,19
-180.00,-62.00,
-60.00,-62.00,
-42.00,-55.00,
-25.00,-46.00,
-22.50,-46.00,
-17.00,-41.00,
-15.00,-41.00,
-2.40,-41.00,
-2.00,-30.00,
-0.00,-30.00,
2.00,-30.00,
2.40,-41.00,
15.00,-41.00,
17.00,-41.00,
22.50,-46.00,
25.00,-46.00,
42.00,-55.00,
60.00,-62.00,
180.00,-62.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,63
-180.00,-60.00,
-100.00,-60.00,
-64.00,-50.00,
-40.00,-47.00,
-25.00,-44.00,
-20.00,-40.00,
-15.00,-34.80,
-9.90,-32.00,
-4.90,-25.00,
-2.60,-18.00,
-2.10,-18.00,
-2.00,-15.60,
-1.90,-14.30,
-1.80,-13.00,
-1.70,-12.00,
-1.60,-11.10,
-1.50,-9.90,
-1.50,-9.00,
-1.40,-8.10,
-1.30,-6.90,
-1.20,-6.00,
-1.10,-5.10,
-1.00,-3.90,
-0.90,-3.00,
-0.70,-2.10,
-0.60,-1.50,
-0.50,-1.20,
-0.50,-0.90,
-0.40,-0.60,
-0.30,-0.30,
-0.00,-0.00,
-0.00,-0.00,
0.00,-0.00,
0.30,-0.30,
0.40,-0.60,
0.50,-0.90,
0.50,-1.20,
0.60,-1.50,
0.70,-2.10,
0.90,-3.00,
1.00,-3.90,
1.10,-5.10,
1.20,-6.00,
1.30,-6.90,
1.40,-8.10,
1.50,-9.00,
1.50,-9.90,
1.60,-11.10,
1.70,-12.00,
1.80,-13.00,
1.90,-14.30,
2.00,-15.60,
2.10,-18.00,
2.60,-18.00,
4.90,-25.00,
9.90,-32.00,
15.00,-34.80,
20.00,-40.00,
25.00,-44.00,
40.00,-47.00,
64.00,-50.00,
100.00,-60.00,
180.00,-60.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,19
-180.00,-60.00,
-56.00,-60.00,
-50.00,-56.00,
-24.00,-52.50,
-15.80,-47.80,
-10.00,-47.00,
-6.00,-47.00,
-3.00,-40.00,
-2.00,-30.00,
-0.00,-30.00,
2.00,-30.00,
3.00,-40.00,
6.00,-47.00,
10.00,-47.00,
15.80,-47.80,
24.00,-52.50,
50.00,-56.00,
56.00,-60.00,
180.00,-60.00,
ENDFIL:,EOF
