REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,P15F-9
PATNUM:,2321D
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19740428
LOWFRQ:,890
HGHFRQ:,960
GUNITS:,DBI/DBR
LWGAIN:,29.6
MDGAIN:,29.9
HGGAIN:,30.2
AZWIDT:,5.30
ELWIDT:,0.00
ATVSWR:,1.30
FRTOBA:,32.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,43
-180.00,-32.00,
-170.00,-32.00,
-160.00,-40.00,
-124.00,-40.00,
-87.50,-27.00,
-72.50,-27.00,
-68.00,-29.00,
-53.00,-29.00,
-34.00,-26.00,
-17.50,-17.80,
-15.00,-17.70,
-10.70,-15.40,
-8.50,-10.00,
-5.70,-5.00,
-5.00,-3.80,
-4.00,-2.60,
-3.00,-1.50,
-2.50,-1.10,
-2.00,-0.70,
-1.50,-0.20,
-1.00,0.00,
0.00,0.00,
1.00,0.00,
1.50,-0.20,
2.00,-0.70,
2.50,-1.10,
3.00,-1.50,
4.00,-2.60,
5.00,-3.80,
5.70,-5.00,
8.50,-10.00,
10.70,-15.40,
15.00,-17.70,
17.50,-17.80,
34.00,-26.00,
53.00,-29.00,
68.00,-29.00,
72.50,-27.00,
87.50,-27.00,
124.00,-40.00,
160.00,-40.00,
170.00,-32.00,
180.00,-32.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,11
-180.00,-40.00,
-120.00,-40.00,
-37.50,-36.50,
-15.00,-25.50,
-6.30,-16.00,
0.00,-16.00,
6.30,-16.00,
15.00,-25.50,
37.50,-36.50,
120.00,-40.00,
180.00,-40.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,43
-180.00,-32.00,
-170.00,-32.00,
-160.00,-40.00,
-124.00,-40.00,
-87.50,-27.00,
-72.50,-27.00,
-68.00,-29.00,
-53.00,-29.00,
-34.00,-26.00,
-17.50,-17.80,
-15.00,-17.70,
-10.70,-15.40,
-8.50,-10.00,
-5.70,-5.00,
-5.00,-3.80,
-4.00,-2.60,
-3.00,-1.50,
-2.50,-1.10,
-2.00,-0.70,
-1.50,-0.20,
-1.00,0.00,
0.00,0.00,
1.00,0.00,
1.50,-0.20,
2.00,-0.70,
2.50,-1.10,
3.00,-1.50,
4.00,-2.60,
5.00,-3.80,
5.70,-5.00,
8.50,-10.00,
10.70,-15.40,
15.00,-17.70,
17.50,-17.80,
34.00,-26.00,
53.00,-29.00,
68.00,-29.00,
72.50,-27.00,
87.50,-27.00,
124.00,-40.00,
160.00,-40.00,
170.00,-32.00,
180.00,-32.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,11
-180.00,-40.01,
-120.00,-40.00,
-37.50,-36.50,
-15.00,-25.50,
-6.30,-16.00,
0.00,-16.00,
6.30,-16.00,
15.00,-25.50,
37.50,-36.50,
120.00,-40.00,
180.00,-40.01,
ENDFIL:,EOF
