REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,UHX10-105
PATNUM:,2032
FEDORN:,RIGHT
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19880217
LOWFRQ:,10500
HGHFRQ:,10700
GUNITS:,DBI/DBR
LWGAIN:,47.8
MDGAIN:,47.9
HGGAIN:,48.0
AZWIDT:,0.80
ELWIDT:,0.80
ATVSWR:,1.06
FRTOBA:,83.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,47
-180.00,-83.00,
-100.00,-83.00,
-68.00,-65.00,
-55.00,-65.00,
-35.00,-58.00,
-25.00,-58.00,
-15.00,-52.00,
-12.00,-52.00,
-10.50,-49.00,
-7.50,-49.00,
-6.00,-38.00,
-4.00,-38.00,
-1.70,-25.80,
-1.30,-25.80,
-1.00,-20.50,
-0.84,-13.00,
-0.70,-9.00,
-0.57,-6.00,
-0.40,-3.00,
-0.33,-2.00,
-0.24,-1.00,
-0.13,-0.60,
-0.10,-0.30,
0.00,0.00,
0.10,-0.30,
0.13,-0.60,
0.24,-1.00,
0.33,-2.00,
0.40,-3.00,
0.57,-6.00,
0.70,-9.00,
0.84,-13.00,
1.00,-20.50,
1.40,-29.00,
3.00,-29.00,
6.00,-48.00,
8.50,-48.00,
10.50,-53.50,
14.00,-53.50,
15.00,-57.00,
20.00,-60.00,
35.00,-60.00,
40.00,-62.00,
62.00,-62.00,
80.00,-71.00,
100.00,-83.00,
180.00,-83.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,26
-180.00,-86.00,
-90.00,-86.00,
-70.00,-77.00,
-50.00,-77.00,
-45.00,-73.00,
-20.00,-73.00,
-15.00,-69.00,
-11.50,-69.00,
-7.00,-61.00,
-6.00,-54.00,
-2.00,-54.00,
-1.00,-33.00,
0.00,-33.00,
1.00,-33.00,
2.50,-62.00,
5.00,-62.00,
6.00,-69.00,
8.00,-69.00,
9.00,-71.00,
15.00,-71.00,
25.00,-74.00,
40.00,-74.00,
50.00,-77.00,
70.00,-77.00,
80.00,-86.00,
180.00,-86.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,50
-180.00,-83.00,
-95.00,-83.00,
-85.00,-79.00,
-70.00,-66.00,
-53.00,-66.00,
-45.00,-59.00,
-25.00,-59.00,
-15.00,-52.00,
-11.00,-52.00,
-8.00,-50.00,
-7.00,-39.00,
-5.00,-39.00,
-4.00,-32.00,
-1.50,-32.00,
-1.30,-27.80,
-1.00,-20.50,
-0.84,-13.00,
-0.70,-9.00,
-0.57,-6.00,
-0.40,-3.00,
-0.33,-2.00,
-0.24,-1.00,
-0.13,-0.60,
-0.10,-0.30,
0.00,0.00,
0.10,-0.30,
0.13,-0.60,
0.24,-1.00,
0.33,-2.00,
0.40,-3.00,
0.57,-6.00,
0.70,-9.00,
0.84,-13.00,
1.00,-20.50,
1.30,-26.60,
2.00,-32.00,
3.00,-32.00,
5.00,-44.00,
6.50,-48.00,
9.00,-48.00,
10.00,-53.00,
13.00,-56.00,
15.00,-56.00,
25.00,-62.00,
45.00,-67.00,
57.00,-67.00,
72.00,-74.00,
80.00,-74.00,
90.00,-83.00,
180.00,-83.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,24
-180.00,-86.00,
-80.00,-86.00,
-70.00,-74.00,
-50.00,-74.00,
-40.00,-71.00,
-15.00,-71.00,
-12.00,-71.00,
-7.00,-66.00,
-6.00,-60.00,
-3.50,-60.00,
-2.50,-47.00,
-1.70,-47.00,
-1.00,-33.00,
0.00,-33.00,
1.00,-33.00,
2.00,-54.00,
5.00,-64.00,
8.50,-69.00,
11.50,-69.00,
13.00,-72.00,
15.00,-72.00,
50.00,-72.00,
90.00,-86.00,
180.00,-86.00,
ENDFIL:,EOF
