REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,HPX10-36
PATNUM:,1144
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19940317
LOWFRQ:,3600
HGHFRQ:,4200
GUNITS:,DBI/DBR
LWGAIN:,38.1
MDGAIN:,38.8
HGGAIN:,39.4
AZWIDT:,1.9
ELWIDT:,1.9
ATVSWR:,1.1
FRTOBA:,61
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,39
-180.00,-61.00,
-100.00,-61.00,
-65.00,-43.00,
-40.00,-38.00,
-15.00,-33.00,
-10.00,-27.00,
-6.00,-21.00,
-3.00,-21.00,
-2.50,-16.00,
-2.30,-13.00,
-2.00,-10.20,
-1.80,-7.80,
-1.50,-5.80,
-1.30,-4.00,
-1.00,-2.60,
-0.80,-1.60,
-0.60,-0.90,
-0.40,-0.40,
-0.20,-0.10,
0.00,0.00,
0.20,-0.10,
0.40,-0.40,
0.60,-0.90,
0.80,-1.60,
1.00,-2.60,
1.30,-4.00,
1.50,-5.80,
1.80,-7.80,
2.00,-10.20,
2.30,-13.00,
2.50,-16.00,
3.00,-21.00,
6.00,-21.00,
10.00,-27.00,
15.00,-33.00,
40.00,-38.00,
65.00,-43.00,
100.00,-61.00,
180.00,-61.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,17
-180.00,-61.00,
-90.00,-61.00,
-60.00,-50.00,
-35.00,-46.00,
-25.00,-45.00,
-15.00,-42.00,
-5.00,-35.00,
-3.00,-30.00,
0.00,-30.00,
3.00,-30.00,
5.00,-35.00,
15.00,-42.00,
25.00,-45.00,
35.00,-46.00,
60.00,-50.00,
90.00,-61.00,
180.00,-61.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,47
-180.00,-61.00,
-100.00,-61.00,
-65.00,-43.00,
-40.00,-38.00,
-23.00,-32.00,
-20.00,-32.00,
-20.00,-31.00,
-15.00,-29.00,
-6.00,-20.00,
-5.00,-20.00,
-5.00,-19.00,
-3.00,-19.00,
-2.50,-16.00,
-2.30,-13.00,
-2.00,-10.20,
-1.80,-7.80,
-1.50,-5.80,
-1.30,-4.00,
-1.00,-2.60,
-0.80,-1.60,
-0.60,-0.90,
-0.40,-0.40,
-0.20,-0.10,
0.00,0.00,
0.20,-0.10,
0.40,-0.40,
0.60,-0.90,
0.80,-1.60,
1.00,-2.60,
1.30,-4.00,
1.50,-5.80,
1.80,-7.80,
2.00,-10.20,
2.30,-13.00,
2.50,-16.00,
3.00,-19.00,
5.00,-19.00,
5.00,-20.00,
6.00,-20.00,
15.00,-29.00,
20.00,-31.00,
20.00,-32.00,
23.00,-32.00,
40.00,-38.00,
65.00,-43.00,
100.00,-61.00,
180.00,-61.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,19
-180.00,-61.00,
-90.00,-61.00,
-60.00,-50.00,
-35.00,-46.00,
-25.00,-44.00,
-15.00,-40.00,
-10.00,-33.00,
-5.00,-33.00,
-3.00,-30.00,
0.00,-30.00,
3.00,-30.00,
5.00,-33.00,
10.00,-33.00,
15.00,-40.00,
25.00,-44.00,
35.00,-46.00,
60.00,-50.00,
90.00,-61.00,
180.00,-61.00,
ENDFIL:,EOF
