REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,UHP8-19
PATNUM:,1444A
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19920203
LOWFRQ:,1900
HGHFRQ:,2300
GUNITS:,DBI/DBR
LWGAIN:,31.1
MDGAIN:,31.9
HGGAIN:,32.7
AZWIDT:,4.2
ELWIDT:,4.2
ATVSWR:,1.2
FRTOBA:,57
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,63
-180.00,-57.00,
-170.00,-57.00,
-170.00,-60.50,
-118.50,-60.50,
-105.00,-57.00,
-90.00,-57.00,
-77.50,-49.00,
-70.50,-49.00,
-62.50,-43.00,
-60.50,-43.00,
-42.00,-43.00,
-37.50,-36.00,
-23.00,-36.00,
-17.50,-23.00,
-15.00,-23.00,
-12.00,-23.00,
-7.50,-16.50,
-5.50,-16.50,
-5.20,-14.20,
-4.90,-11.90,
-4.50,-9.60,
-4.00,-7.40,
-3.50,-5.00,
-3.30,-4.20,
-3.00,-3.40,
-2.70,-2.60,
-2.40,-1.80,
-2.00,-1.00,
-1.70,-0.70,
-1.30,-0.40,
-0.90,-0.20,
0.00,0.00,
0.90,-0.20,
1.30,-0.40,
1.70,-0.70,
2.00,-1.00,
2.40,-1.80,
2.70,-2.60,
3.00,-3.40,
3.30,-4.20,
3.50,-5.00,
4.00,-7.40,
4.50,-9.60,
4.90,-11.90,
5.20,-14.20,
5.50,-16.50,
7.50,-16.50,
12.00,-23.00,
15.00,-23.00,
17.50,-23.00,
23.00,-36.00,
37.50,-36.00,
42.00,-43.00,
60.50,-43.00,
62.50,-43.00,
70.50,-49.00,
77.50,-49.00,
90.00,-57.00,
105.00,-57.00,
118.50,-60.50,
170.00,-60.50,
170.00,-57.00,
180.00,-57.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,29
-180.00,-59.00,
-170.00,-59.00,
-165.50,-65.50,
-127.50,-65.50,
-119.00,-60.00,
-74.00,-60.00,
-68.00,-55.50,
-41.00,-55.50,
-32.50,-51.50,
-25.00,-51.50,
-19.00,-49.00,
-15.00,-49.00,
-11.50,-49.00,
-5.00,-30.00,
0.00,-30.00,
5.00,-30.00,
11.50,-49.00,
15.00,-49.00,
19.00,-49.00,
25.00,-51.50,
32.50,-51.50,
41.00,-55.50,
68.00,-55.50,
74.00,-60.00,
119.00,-60.00,
127.50,-65.50,
165.50,-65.50,
170.00,-59.00,
180.00,-59.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,45
-180.00,-57.00,
-170.00,-57.00,
-170.00,-60.00,
-85.50,-60.00,
-75.00,-51.50,
-65.00,-51.50,
-43.50,-39.00,
-26.00,-39.00,
-22.00,-31.50,
-20.00,-31.50,
-17.00,-23.50,
-13.00,-23.50,
-10.50,-23.50,
-8.00,-15.50,
-5.00,-15.50,
-4.80,-13.20,
-4.00,-7.90,
-3.20,-4.00,
-2.90,-3.00,
-2.40,-2.00,
-1.70,-1.20,
-0.90,-0.60,
0.00,-0.10,
0.90,-0.60,
1.70,-1.20,
2.40,-2.00,
2.90,-3.00,
3.20,-4.00,
4.00,-7.90,
4.80,-13.20,
5.00,-15.50,
8.00,-15.50,
10.50,-23.50,
13.00,-23.50,
17.00,-23.50,
20.00,-31.50,
22.00,-31.50,
26.00,-39.00,
43.50,-39.00,
65.00,-51.50,
75.00,-51.50,
85.50,-60.00,
170.00,-60.00,
170.00,-57.00,
180.00,-57.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,31
-180.00,-59.00,
-170.00,-59.00,
-168.50,-64.90,
-134.10,-64.90,
-128.50,-62.50,
-84.50,-62.50,
-80.00,-60.00,
-63.50,-60.00,
-59.50,-58.00,
-56.00,-58.00,
-47.00,-53.50,
-20.00,-53.50,
-17.50,-45.90,
-14.00,-45.90,
-5.00,-30.00,
0.00,-30.00,
5.00,-30.00,
14.00,-45.90,
17.50,-45.90,
20.00,-53.50,
47.00,-53.50,
56.00,-58.00,
59.50,-58.00,
63.50,-60.00,
80.00,-60.00,
84.50,-62.50,
128.50,-62.50,
134.10,-64.90,
168.50,-64.90,
170.00,-59.00,
180.00,-59.00,
ENDFIL:,EOF
