REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,PAR6-59W
PATNUM:,2480
FEDORN:,RIGHT
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19971205
LOWFRQ:,5925
HGHFRQ:,7125
GUNITS:,DBI/DBR
LWGAIN:,38
MDGAIN:,38.7
HGGAIN:,39
AZWIDT:,1.8
ELWIDT:,1.8
ATVSWR:,1.08
FRTOBA:,59
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,52
-180.0,-59.0,
-113.5,-59.0,
-100.0,-55.0,
-90.3,-49.7,
-83.5,-42.4,
-40.2,-42.4,
-27.4,-42.2,
-24.3,-41.4,
-15.0,-33.9,
-9.3,-29.0,
-7.4,-25.0,
-3.8,-25.0,
-3.6,-23.3,
-2.9,-17.4,
-2.5,-14.3,
-2.3,-12.0,
-2.1,-9.5,
-1.8,-7.6,
-1.4,-5.8,
-1.2,-4.3,
-1.0,-3.0,
-0.8,-1.9,
-0.6,-1.1,
-0.4,-0.5,
-0.2,-0.1,
0.0,0.0,
0.0,0.0,
0.2,-0.1,
0.4,-0.5,
0.6,-1.1,
0.8,-1.9,
1.0,-3.0,
1.2,-4.3,
1.4,-5.8,
1.8,-7.6,
2.1,-9.5,
2.3,-12.0,
2.5,-14.3,
2.9,-17.4,
3.6,-23.3,
3.8,-25.0,
7.4,-25.0,
9.3,-29.0,
15.0,-33.9,
24.3,-41.4,
27.4,-42.2,
40.2,-42.4,
83.5,-42.4,
90.3,-49.7,
100.0,-55.0,
113.5,-59.0,
180.0,-59.0,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,22
-180.0,-59.0,
-82.3,-58.9,
-75.5,-56.0,
-47.7,-56.0,
-35.5,-53.8,
-28.3,-50.9,
-20.1,-46.1,
-15.0,-46.0,
-6.6,-46.0,
-3.0,-30.0,
0.0,-30.0,
0.0,-30.0,
3.0,-30.0,
6.6,-46.0,
15.0,-46.0,
20.1,-46.1,
28.3,-50.9,
35.5,-53.8,
47.7,-56.0,
75.5,-56.0,
82.3,-58.9,
180.0,-59.0,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,52
-180.0,-59.0,
-99.6,-59.0,
-92.4,-54.1,
-88.5,-50.7,
-83.7,-46.5,
-75.1,-45.4,
-29.9,-42.0,
-25.6,-41.1,
-15.0,-34.9,
-9.5,-29.9,
-5.7,-27.1,
-3.9,-25.0,
-3.5,-22.8,
-3.0,-19.3,
-2.7,-16.3,
-2.4,-13.7,
-2.1,-11.4,
-1.8,-9.7,
-1.6,-7.7,
-1.4,-5.9,
-1.2,-4.3,
-1.0,-3.0,
-0.8,-1.9,
-0.6,-1.1,
-0.4,-0.5,
-0.2,-0.1,
0.0,0.0,
0.2,-0.1,
0.4,-0.5,
0.6,-1.1,
0.8,-1.9,
1.0,-3.0,
1.2,-4.3,
1.4,-5.9,
1.8,-7.6,
2.1,-9.5,
2.3,-12.0,
2.5,-14.3,
2.9,-17.4,
3.6,-23.3,
4.0,-25.0,
5.4,-29.9,
8.6,-30.7,
15.0,-35.1,
24.3,-41.4,
27.4,-42.2,
40.2,-42.4,
66.6,-42.3,
79.5,-43.4,
90.8,-53.0,
96.3,-59.0,
180.0,-59.0,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,13
-180.0,-59.0,
-82.6,-59.0,
-53.4,-58.9,
-47.2,-57.5,
-15.0,-57.5,
-7.1,-52.2,
-3.4,-30.0,
0.0,-30.0,
3.0,-30.0,
5.1,-49.1,
13.5,-50.8,
15.0,-59.0,
180.0,-59.0,
ENDFIL:,EOF
