REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,HP10-186
PATNUM:,3965
FEDORN:,RIGHT
DESCR1:,
DESCR2:,RPE for the condition when 1.85 GHz is Horizontally Polarized.  Consult RPE 3963 for 1.85 GHz Performance.
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19920425
LOWFRQ:,6425
HGHFRQ:,7125
GUNITS:,DBI/DBR
LWGAIN:,42.7
MDGAIN:,43.0
HGGAIN:,43.4
AZWIDT:,1.00
ELWIDT:,1.00
ATVSWR:,1.10
FRTOBA:,71.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,41
-180.00,-71.00,
-100.00,-71.00,
-73.00,-49.00,
-55.00,-49.00,
-39.00,-40.00,
-20.00,-40.00,
-15.00,-37.00,
-10.00,-37.00,
-8.00,-35.00,
-5.00,-27.00,
-4.00,-22.00,
-2.50,-22.00,
-2.20,-19.00,
-1.30,-19.00,
-1.20,-15.60,
-1.00,-10.80,
-0.80,-6.90,
-0.60,-3.90,
-0.40,-1.70,
-0.20,-0.40,
0.00,0.00,
0.20,-0.40,
0.40,-1.70,
0.60,-3.90,
0.80,-6.90,
1.00,-10.80,
1.20,-15.60,
1.30,-19.00,
2.20,-19.00,
2.50,-22.00,
4.00,-22.00,
5.00,-27.00,
8.00,-35.00,
10.00,-37.00,
15.00,-37.00,
20.00,-40.00,
39.00,-40.00,
55.00,-49.00,
73.00,-49.00,
100.00,-71.00,
180.00,-71.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,23
-180.00,-72.00,
-85.00,-72.00,
-55.00,-54.00,
-40.00,-49.50,
-25.00,-47.00,
-15.00,-47.00,
-12.50,-47.00,
-11.00,-45.00,
-5.00,-45.00,
-2.00,-38.00,
-1.00,-30.00,
0.00,-30.00,
1.00,-30.00,
2.00,-38.00,
5.00,-45.00,
11.00,-45.00,
12.50,-47.00,
15.00,-47.00,
25.00,-47.00,
40.00,-49.50,
55.00,-54.00,
85.00,-72.00,
180.00,-72.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,39
-180.00,-71.00,
-95.00,-71.00,
-70.00,-53.00,
-60.00,-53.00,
-55.00,-49.00,
-20.00,-36.00,
-15.00,-36.00,
-13.00,-36.00,
-11.50,-34.00,
-9.00,-34.00,
-6.50,-26.00,
-5.00,-26.00,
-3.00,-16.50,
-1.20,-16.50,
-1.00,-10.80,
-0.80,-6.90,
-0.60,-3.90,
-0.40,-1.70,
-0.20,-0.40,
0.00,0.00,
0.20,-0.40,
0.40,-1.70,
0.60,-3.90,
0.80,-6.90,
1.00,-10.80,
1.20,-16.50,
3.00,-16.50,
5.00,-26.00,
6.50,-26.00,
9.00,-34.00,
11.50,-34.00,
13.00,-36.00,
15.00,-36.00,
20.00,-36.00,
55.00,-49.00,
60.00,-53.00,
70.00,-53.00,
95.00,-71.00,
180.00,-71.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,27
-180.00,-72.00,
-87.00,-72.00,
-75.00,-61.00,
-45.00,-51.00,
-30.00,-51.00,
-20.00,-45.00,
-15.00,-45.00,
-12.00,-45.00,
-8.00,-36.00,
-4.50,-36.00,
-2.00,-33.00,
-1.00,-30.00,
0.00,-30.00,
1.00,-30.00,
2.00,-33.00,
3.00,-34.10,
4.50,-36.00,
8.00,-36.00,
9.00,-39.00,
12.00,-45.00,
15.00,-45.00,
20.00,-45.00,
30.00,-51.00,
45.00,-51.00,
75.00,-61.00,
87.00,-72.00,
180.00,-72.00,
ENDFIL:,EOF
