REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,PAR12-59
PATNUM:,2366A
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19970905
LOWFRQ:,5925
HGHFRQ:,6425
GUNITS:,DBI/DBR
LWGAIN:,44.2
MDGAIN:,44.6
HGGAIN:,44.9
AZWIDT:,0.90
ELWIDT:,0.90
ATVSWR:,1.06
FRTOBA:,63.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,45
-180.00,-63.00,
-110.20,-63.00,
-102.10,-55.78,
-99.98,-55.12,
-63.64,-55.00,
-38.26,-54.12,
-35.33,-52.68,
-26.73,-51.24,
-24.78,-49.00,
-17.03,-49.00,
-15.00,-44.10,
-14.20,-42.00,
-7.50,-42.00,
-6.28,-36.65,
-2.95,-27.25,
-2.16,-27.19,
-0.92,-6.57,
-0.92,-6.57,
-0.73,-3.54,
-0.55,-2.01,
-0.37,-0.66,
-0.18,-0.01,
0.00,0.00,
0.18,-0.01,
0.37,-0.66,
0.55,-2.01,
0.73,-3.54,
0.92,-6.57,
0.92,-6.57,
2.16,-27.19,
2.95,-27.25,
6.28,-36.65,
7.50,-42.00,
14.20,-42.00,
15.00,-44.10,
17.03,-49.00,
24.78,-49.00,
26.73,-51.24,
35.33,-52.68,
38.26,-54.12,
63.64,-55.00,
99.98,-55.12,
102.10,-55.78,
110.20,-63.00,
180.00,-63.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,23
-180.00,-63.00,
-20.00,-63.00,
-17.00,-56.00,
-15.00,-56.00,
-8.50,-56.00,
-7.80,-55.00,
-6.50,-55.00,
-5.00,-46.70,
-2.50,-46.70,
-1.78,-45.00,
-1.00,-30.00,
0.00,-30.00,
1.00,-30.00,
1.78,-45.00,
2.50,-46.70,
5.00,-46.70,
6.50,-55.00,
7.80,-55.00,
8.50,-56.00,
15.00,-56.00,
17.00,-56.00,
20.00,-63.00,
180.00,-63.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,48
-180.00,-63.00,
-111.00,-63.00,
-100.00,-55.00,
-98.29,-53.71,
-44.33,-53.75,
-36.00,-50.00,
-26.30,-50.19,
-16.13,-47.63,
-15.00,-44.30,
-14.71,-42.59,
-11.07,-42.59,
-10.73,-40.58,
-8.58,-40.71,
-6.17,-36.75,
-5.33,-36.75,
-3.36,-24.88,
-1.52,-24.89,
-1.10,-11.51,
-0.92,-8.05,
-0.73,-4.61,
-0.55,-2.53,
-0.37,-1.09,
-0.18,-0.01,
0.00,0.00,
0.00,0.00,
0.18,-0.01,
0.37,-1.09,
0.55,-2.53,
0.73,-4.61,
0.92,-8.05,
1.10,-11.51,
1.52,-24.89,
3.36,-24.88,
5.33,-36.75,
6.17,-36.75,
8.58,-40.71,
10.73,-40.58,
11.07,-42.59,
14.71,-42.59,
15.00,-44.30,
16.13,-47.63,
26.30,-50.19,
36.00,-50.00,
44.33,-53.75,
98.29,-53.71,
100.00,-55.00,
111.00,-63.00,
180.00,-63.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,13
-180.00,-63.00,
-15.00,-63.00,
-7.16,-61.35,
-5.50,-54.70,
-3.63,-54.84,
-1.00,-30.00,
0.00,-30.00,
1.00,-30.00,
3.63,-54.84,
5.50,-54.70,
7.16,-61.35,
15.00,-63.00,
180.00,-63.00,
ENDFIL:,EOF
