REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,HPX10-59
PATNUM:,2684E
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19811217
LOWFRQ:,5925
HGHFRQ:,6425
GUNITS:,DBI/DBR
LWGAIN:,42.7
MDGAIN:,43.1
HGGAIN:,43.5
AZWIDT:,1.10
ELWIDT:,1.10
ATVSWR:,1.06
FRTOBA:,71.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,35
-180.00,-71.00,
-100.00,-71.00,
-66.00,-49.30,
-46.00,-42.00,
-30.00,-42.00,
-30.00,-36.00,
-20.00,-36.00,
-20.00,-33.00,
-15.00,-33.00,
-10.50,-32.00,
-9.30,-25.80,
-8.60,-25.00,
-3.50,-25.00,
-2.00,-15.00,
-1.50,-9.30,
-1.00,-3.00,
-0.50,-0.70,
0.00,0.00,
0.50,-0.70,
1.00,-3.00,
1.50,-9.30,
2.00,-15.00,
3.50,-25.00,
8.60,-25.00,
9.30,-25.80,
10.50,-32.00,
15.00,-33.00,
20.00,-33.00,
20.00,-36.00,
30.00,-36.00,
30.00,-42.00,
46.00,-42.00,
66.00,-49.30,
100.00,-71.00,
180.00,-71.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,21
-180.00,-72.00,
-90.00,-72.00,
-65.00,-58.00,
-45.00,-58.00,
-15.00,-53.90,
-12.00,-50.00,
-9.90,-50.00,
-8.00,-40.50,
-2.00,-38.80,
-2.00,-30.00,
0.00,-30.00,
2.00,-30.00,
2.00,-38.80,
8.00,-40.50,
9.90,-50.00,
12.00,-50.00,
15.00,-53.90,
45.00,-58.00,
65.00,-58.00,
90.00,-72.00,
180.00,-72.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,37
-180.00,-71.00,
-100.00,-71.00,
-68.50,-53.10,
-49.50,-45.90,
-45.00,-45.90,
-38.00,-42.00,
-30.00,-42.00,
-30.00,-36.00,
-20.00,-36.00,
-20.00,-34.00,
-11.00,-34.00,
-7.50,-27.00,
-5.50,-25.00,
-3.50,-25.00,
-2.00,-15.00,
-1.50,-9.30,
-1.00,-3.00,
-0.50,-0.70,
0.00,0.00,
0.50,-0.70,
1.00,-3.00,
1.50,-9.30,
2.00,-15.00,
3.50,-25.00,
5.50,-25.00,
7.50,-27.00,
11.00,-34.00,
20.00,-34.00,
20.00,-36.00,
30.00,-36.00,
30.00,-42.00,
38.00,-42.00,
45.00,-45.90,
49.50,-45.90,
68.50,-53.10,
100.00,-71.00,
180.00,-71.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,23
-180.00,-71.90,
-94.00,-71.90,
-76.00,-63.00,
-56.00,-56.80,
-24.50,-54.50,
-15.00,-50.00,
-14.30,-48.20,
-8.60,-48.20,
-6.40,-43.90,
-3.20,-43.90,
-2.00,-30.00,
0.00,-30.00,
2.00,-30.00,
3.20,-43.90,
6.40,-43.90,
8.60,-48.20,
14.30,-48.20,
15.00,-50.00,
24.50,-54.50,
56.00,-56.80,
76.00,-63.00,
94.00,-71.90,
180.00,-71.90,
ENDFIL:,EOF
