REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,HP12-59W
PATNUM:,4716
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,20010109
LOWFRQ:,5925
HGHFRQ:,7125
GUNITS:,DBI/DBR
LWGAIN:,44.7
MDGAIN:,45.4
HGGAIN:,46.1
AZWIDT:,0.90
ELWIDT:,0.90
ATVSWR:,1.06
FRTOBA:,71.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,31
-180.00,-71.00,
-100.00,-71.00,
-80.00,-47.00,
-71.20,-47.00,
-70.00,-46.00,
-30.00,-46.00,
-28.50,-46.00,
-15.00,-41.00,
-3.40,-24.00,
-3.00,-24.00,
-1.70,-24.00,
-1.50,-20.00,
-1.10,-8.80,
-1.00,-5.00,
-0.50,-1.30,
0.00,0.00,
0.50,-1.30,
1.00,-5.00,
1.10,-8.80,
1.50,-20.00,
1.70,-24.00,
3.00,-24.00,
3.40,-24.00,
15.00,-41.00,
28.50,-46.00,
30.00,-46.00,
70.00,-46.00,
71.20,-47.00,
80.00,-47.00,
100.00,-71.00,
180.00,-71.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,27
-180.00,-71.00,
-100.00,-71.00,
-80.00,-56.00,
-71.88,-56.00,
-70.00,-55.00,
-10.00,-55.00,
-6.00,-37.00,
-5.90,-37.00,
-3.50,-37.00,
-3.41,-37.00,
-3.10,-30.00,
-3.00,-30.00,
-3.00,-30.00,
0.00,-30.00,
3.00,-30.00,
3.00,-30.00,
3.10,-30.00,
3.41,-37.00,
3.50,-37.00,
5.90,-37.00,
6.00,-37.00,
10.00,-55.00,
70.00,-55.00,
71.88,-56.00,
80.00,-56.00,
100.00,-71.00,
180.00,-71.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,47
-180.00,-71.00,
-100.00,-71.00,
-80.00,-47.00,
-71.20,-47.00,
-70.00,-46.00,
-25.00,-46.00,
-24.33,-46.00,
-24.00,-45.50,
-19.00,-38.00,
-18.00,-38.00,
-15.00,-38.00,
-8.20,-27.10,
-7.59,-26.89,
-7.00,-26.00,
-5.00,-26.00,
-5.00,-24.30,
-4.06,-23.48,
-3.50,-22.00,
-1.60,-22.00,
-1.50,-20.00,
-1.12,-9.50,
-1.00,-5.00,
-0.50,-1.30,
0.00,0.00,
0.50,-1.30,
1.00,-5.00,
1.12,-9.50,
1.50,-20.00,
1.60,-22.00,
3.50,-22.00,
4.06,-23.48,
5.00,-24.30,
5.00,-26.00,
7.00,-26.00,
7.59,-26.89,
8.20,-27.10,
15.00,-38.00,
18.00,-38.00,
19.00,-38.00,
24.00,-45.50,
24.33,-46.00,
25.00,-46.00,
70.00,-46.00,
71.20,-47.00,
80.00,-47.00,
100.00,-71.00,
180.00,-71.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,33
-180.00,-71.00,
-100.00,-71.00,
-80.00,-56.00,
-71.88,-56.00,
-70.00,-55.00,
-25.00,-55.00,
-15.00,-53.20,
-10.20,-50.30,
-10.00,-49.64,
-8.20,-43.66,
-8.00,-43.00,
-5.20,-43.00,
-5.00,-41.82,
-3.50,-32.98,
-3.10,-30.00,
-3.00,-30.00,
0.00,-30.00,
3.00,-30.00,
3.10,-30.00,
3.50,-32.98,
5.00,-41.82,
5.20,-43.00,
8.00,-43.00,
8.20,-43.66,
10.00,-49.64,
10.20,-50.30,
15.00,-53.20,
25.00,-55.00,
70.00,-55.00,
71.88,-56.00,
80.00,-56.00,
100.00,-71.00,
180.00,-71.00,
ENDFIL:,EOF
