REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,UHX10-65
PATNUM:,2583E
FEDORN:,LEFT 
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19890210
LOWFRQ:,6425
HGHFRQ:,7125
GUNITS:,DBI/DBR
LWGAIN:,43.6
MDGAIN:,44.0
HGGAIN:,44.4
AZWIDT:,1.00
ELWIDT:,1.00
ATVSWR:,1.06
FRTOBA:,80.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,38
-180.00,-80.00,
-90.00,-80.00,
-75.00,-70.00,
-70.00,-59.00,
-55.00,-59.00,
-45.00,-55.00,
-25.00,-52.00,
-15.00,-49.00,
-10.00,-42.00,
-6.50,-41.00,
-6.00,-34.00,
-3.00,-28.00,
-1.60,-28.00,
-1.40,-20.00,
-1.10,-10.00,
-0.70,-4.00,
-0.40,-1.00,
-0.10,0.00,
0.00,0.00,
0.10,0.00,
0.40,-1.00,
0.70,-4.00,
1.10,-10.00,
1.40,-20.00,
3.00,-28.00,
5.00,-33.00,
10.00,-35.00,
10.00,-38.00,
12.50,-38.00,
13.50,-43.00,
25.00,-43.00,
30.00,-49.00,
40.00,-49.00,
45.00,-57.00,
65.00,-57.00,
90.00,-76.00,
100.00,-80.00,
180.00,-80.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,22
-180.00,-83.00,
-80.00,-83.00,
-70.00,-78.00,
-50.00,-76.00,
-45.00,-68.00,
-30.00,-66.00,
-20.00,-66.00,
-15.00,-63.50,
-10.00,-61.00,
-7.00,-53.00,
-4.00,-53.00,
-2.00,-30.00,
0.00,-30.00,
2.00,-30.00,
5.00,-51.00,
10.00,-51.00,
15.00,-60.00,
20.00,-62.00,
25.00,-66.00,
80.00,-80.00,
85.00,-83.00,
180.00,-83.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,38
-180.00,-81.00,
-85.00,-81.00,
-70.00,-63.00,
-60.00,-63.00,
-40.00,-55.00,
-30.00,-55.00,
-30.00,-50.00,
-17.50,-50.00,
-15.00,-47.00,
-10.00,-40.00,
-8.50,-40.00,
-4.00,-34.00,
-2.50,-30.00,
-1.10,-10.00,
-0.70,-4.00,
-0.40,-1.00,
-0.10,0.00,
0.00,0.00,
0.10,0.00,
0.40,-1.00,
0.70,-4.00,
1.10,-10.00,
2.50,-30.00,
4.00,-30.00,
7.00,-34.00,
7.00,-37.00,
15.00,-44.00,
17.50,-46.00,
25.00,-46.00,
30.00,-50.00,
40.00,-52.00,
55.00,-60.00,
55.00,-61.00,
70.00,-61.00,
80.00,-70.00,
90.00,-82.00,
170.00,-82.00,
180.00,-81.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,24
-180.00,-83.00,
-75.00,-83.00,
-75.00,-77.00,
-60.00,-77.00,
-40.00,-71.00,
-20.00,-71.00,
-15.00,-69.00,
-10.00,-64.00,
-8.00,-54.00,
-6.00,-54.00,
-4.00,-50.00,
-2.00,-30.00,
0.00,-30.00,
2.00,-30.00,
4.00,-49.00,
6.00,-56.00,
15.00,-58.00,
20.00,-64.00,
40.00,-70.00,
45.00,-70.00,
55.00,-73.00,
65.00,-73.00,
75.00,-83.00,
180.00,-83.00,
ENDFIL:,EOF
