REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,UHX15-35
PATNUM:,2483C
FEDORN:,RIGHT
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19770223
LOWFRQ:,3540
HGHFRQ:,4180
GUNITS:,DBI/DBR
LWGAIN:,41.6
MDGAIN:,42.3
HGGAIN:,43.0
AZWIDT:,1.20
ELWIDT:,1.20
ATVSWR:,1.06
FRTOBA:,65.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,26
-180.00,-66.00,
-100.00,-66.00,
-85.00,-52.00,
-27.50,-47.00,
-15.00,-37.00,
-3.80,-25.00,
-2.80,-19.00,
-1.50,-19.00,
-0.80,-4.50,
-0.50,-1.00,
0.00,0.00,
0.50,-1.00,
0.80,-4.50,
1.00,-10.00,
1.20,-18.00,
4.00,-26.00,
5.10,-31.00,
15.00,-42.00,
20.00,-42.00,
24.00,-45.00,
49.00,-45.00,
85.00,-54.00,
104.00,-66.00,
170.00,-66.00,
175.00,-65.00,
180.00,-65.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,24
-180.00,-65.00,
-170.00,-65.00,
-164.50,-70.00,
-83.80,-70.00,
-74.00,-64.20,
-28.00,-58.00,
-15.00,-54.00,
-10.00,-49.30,
-7.80,-40.10,
-2.60,-40.10,
-1.30,-30.00,
0.00,-30.00,
1.20,-30.00,
3.40,-36.00,
4.10,-36.00,
5.00,-44.00,
12.90,-58.10,
20.00,-58.10,
27.50,-60.00,
45.00,-60.00,
85.00,-65.00,
89.00,-68.40,
161.00,-68.40,
180.00,-65.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,31
-180.00,-66.00,
-158.00,-66.00,
-154.00,-68.00,
-84.00,-68.00,
-70.00,-56.00,
-50.00,-48.00,
-28.50,-48.00,
-15.00,-41.20,
-4.90,-30.00,
-1.70,-23.80,
-0.80,-4.50,
-0.50,-1.00,
0.00,0.00,
0.50,-1.00,
0.80,-4.50,
1.00,-10.00,
1.20,-18.00,
2.20,-26.00,
4.00,-26.00,
5.10,-31.00,
5.20,-32.20,
10.60,-39.00,
15.00,-42.00,
20.00,-42.00,
24.00,-45.00,
29.00,-45.00,
40.00,-48.00,
65.00,-48.00,
90.00,-68.00,
175.00,-68.00,
180.00,-66.80,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,20
-180.00,-70.00,
-94.00,-70.00,
-64.00,-59.10,
-32.00,-59.10,
-15.00,-56.50,
-13.50,-55.00,
-10.00,-48.10,
-3.50,-40.00,
-1.90,-30.00,
0.00,-30.00,
1.10,-30.00,
5.00,-44.00,
7.20,-46.30,
10.00,-58.10,
20.00,-58.10,
33.00,-61.10,
40.00,-61.10,
85.00,-65.00,
90.00,-70.00,
180.00,-70.00,
ENDFIL:,EOF
