REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,HSX6-144
PATNUM:,1210
FEDORN:,RIGHT
DESCR1:,Provisional
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,20000315
LOWFRQ:,14400
HGHFRQ:,15350
GUNITS:,DBI/DBR
LWGAIN:,46.0
MDGAIN:,46.3
HGGAIN:,46.5
AZWIDT:,0.80
ELWIDT:,0.80
ATVSWR:,1.10
FRTOBA:,75.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,51
-180.00,-75.00,
-75.00,-75.00,
-63.00,-55.50,
-30.00,-53.00,
-25.00,-47.00,
-15.00,-45.00,
-12.00,-38.00,
-3.00,-32.00,
-2.00,-24.00,
-1.20,-22.00,
-1.10,-20.00,
-1.04,-18.35,
-0.97,-15.75,
-0.88,-13.25,
-0.79,-10.60,
-0.71,-8.35,
-0.63,-6.65,
-0.56,-5.15,
-0.49,-3.90,
-0.42,-2.95,
-0.35,-2.00,
-0.28,-1.25,
-0.22,-0.70,
-0.15,-0.25,
-0.07,-0.05,
0.00,0.00,
0.07,-0.05,
0.15,-0.25,
0.22,-0.70,
0.28,-1.25,
0.35,-2.00,
0.42,-2.95,
0.49,-3.90,
0.56,-5.15,
0.63,-6.65,
0.71,-8.35,
0.79,-10.60,
0.88,-13.25,
0.97,-15.75,
1.04,-18.35,
1.10,-20.00,
1.20,-22.00,
2.00,-24.00,
3.00,-32.00,
12.00,-38.00,
15.00,-45.00,
25.00,-47.00,
30.00,-53.00,
63.00,-55.50,
75.00,-75.00,
180.00,-75.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,23
-180.00,-75.00,
-65.00,-75.00,
-55.00,-70.00,
-40.00,-70.00,
-37.00,-68.00,
-20.00,-66.00,
-15.00,-62.00,
-10.00,-57.00,
-4.00,-57.00,
-2.00,-50.00,
-1.00,-40.00,
0.00,-40.00,
1.00,-40.00,
2.00,-50.00,
4.00,-57.00,
10.00,-57.00,
15.00,-62.00,
20.00,-66.00,
37.00,-68.00,
40.00,-70.00,
55.00,-70.00,
65.00,-75.00,
180.00,-75.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,57
-180.00,-75.00,
-83.00,-75.00,
-77.00,-72.00,
-55.00,-56.00,
-35.00,-56.00,
-24.00,-46.00,
-15.00,-42.00,
-13.00,-41.50,
-8.00,-32.50,
-5.00,-31.50,
-3.00,-29.00,
-2.00,-24.00,
-1.10,-22.00,
-0.98,-20.00,
-0.92,-17.70,
-0.87,-15.25,
-0.81,-12.95,
-0.74,-10.60,
-0.70,-9.25,
-0.65,-7.70,
-0.60,-6.35,
-0.55,-5.00,
-0.46,-3.60,
-0.39,-2.45,
-0.32,-1.60,
-0.24,-0.85,
-0.16,-0.30,
-0.09,-0.10,
0.00,0.00,
0.09,-0.10,
0.16,-0.30,
0.24,-0.85,
0.32,-1.60,
0.39,-2.45,
0.46,-3.60,
0.55,-5.00,
0.60,-6.35,
0.65,-7.70,
0.70,-9.25,
0.74,-10.60,
0.81,-12.95,
0.87,-15.25,
0.92,-17.70,
0.98,-20.00,
1.10,-22.00,
2.00,-24.00,
3.00,-29.00,
5.00,-31.50,
8.00,-32.50,
13.00,-41.50,
15.00,-42.00,
24.00,-46.00,
35.00,-56.00,
55.00,-56.00,
77.00,-72.00,
83.00,-75.00,
180.00,-75.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,19
-180.00,-75.00,
-70.00,-75.00,
-60.00,-68.00,
-32.00,-68.00,
-28.00,-64.00,
-15.00,-62.00,
-10.00,-54.00,
-2.50,-52.00,
-1.00,-40.00,
0.00,-40.00,
1.00,-40.00,
2.50,-52.00,
10.00,-54.00,
15.00,-62.00,
28.00,-64.00,
32.00,-68.00,
60.00,-68.00,
70.00,-75.00,
180.00,-75.00,
ENDFIL:,EOF
