REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,UHX10-21
PATNUM:,2144A
FEDORN:,RIGHT
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19870917
LOWFRQ:,2100
HGHFRQ:,2200
GUNITS:,DBI/DBR
LWGAIN:,33.8
MDGAIN:,34.0
HGGAIN:,34.2
AZWIDT:,3.60
ELWIDT:,0.00
ATVSWR:,1.10
FRTOBA:,62.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,52
-180.00,-62.00,
-100.00,-62.00,
-97.00,-59.00,
-90.00,-59.00,
-86.00,-55.00,
-75.00,-50.70,
-65.00,-44.60,
-55.00,-44.60,
-50.00,-39.00,
-31.70,-39.00,
-29.00,-37.00,
-25.00,-37.00,
-20.00,-29.00,
-15.00,-29.00,
-14.50,-29.00,
-9.30,-24.00,
-8.10,-21.20,
-6.20,-18.90,
-3.80,-18.90,
-3.40,-13.80,
-3.00,-9.80,
-2.70,-7.40,
-2.40,-5.70,
-2.00,-3.80,
-1.80,-3.00,
-1.40,-1.80,
-1.00,-0.90,
-0.70,-0.40,
-0.20,-0.20,
0.00,0.00,
0.20,-0.20,
0.70,-0.40,
1.00,-0.90,
1.40,-1.80,
1.80,-3.00,
2.00,-3.80,
2.40,-5.70,
2.70,-7.40,
3.00,-9.80,
3.40,-13.80,
3.80,-18.50,
7.00,-18.50,
9.00,-28.50,
12.00,-31.00,
14.00,-35.70,
15.00,-35.70,
20.00,-35.70,
26.00,-44.00,
56.00,-44.00,
65.00,-51.30,
90.00,-62.00,
180.00,-62.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,24
-180.00,-66.00,
-93.00,-66.00,
-90.00,-63.80,
-75.00,-62.10,
-70.00,-57.10,
-50.00,-52.10,
-45.00,-48.00,
-12.10,-48.00,
-9.00,-44.30,
-8.00,-41.10,
-4.70,-41.10,
-2.50,-32.00,
0.00,-32.00,
2.50,-32.00,
5.00,-42.00,
14.00,-42.00,
15.00,-43.50,
25.00,-46.60,
32.80,-51.00,
45.00,-51.00,
52.50,-54.50,
70.00,-54.50,
86.00,-66.00,
180.00,-66.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,48
-180.00,-62.00,
-96.00,-62.00,
-63.00,-40.70,
-46.50,-40.70,
-41.00,-35.00,
-25.00,-28.90,
-12.70,-28.90,
-12.00,-27.60,
-9.40,-27.60,
-8.20,-23.70,
-6.50,-19.80,
-3.90,-19.80,
-3.40,-13.80,
-3.00,-9.80,
-2.40,-5.70,
-2.00,-3.80,
-1.80,-3.00,
-1.40,-1.80,
-1.00,-0.90,
-0.70,-0.40,
-0.20,-0.20,
0.00,0.00,
0.20,-0.20,
0.70,-0.40,
1.00,-0.90,
1.40,-1.80,
1.80,-3.00,
2.00,-3.80,
2.40,-5.70,
2.70,-7.40,
3.00,-9.80,
3.40,-13.80,
3.80,-18.70,
6.00,-18.70,
8.50,-29.00,
10.40,-29.00,
11.50,-35.00,
15.00,-35.00,
25.00,-36.40,
27.00,-42.00,
35.00,-42.00,
38.00,-45.00,
50.00,-45.00,
55.00,-51.50,
70.00,-51.50,
80.00,-53.50,
87.00,-62.00,
180.00,-62.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,22
-180.00,-66.00,
-105.00,-66.00,
-94.00,-61.00,
-88.00,-61.00,
-75.00,-52.70,
-56.00,-52.70,
-43.00,-45.20,
-23.00,-45.20,
-20.00,-42.60,
-6.00,-42.60,
-4.00,-32.00,
0.00,-32.00,
4.00,-32.00,
5.50,-37.00,
8.00,-37.00,
11.50,-45.00,
15.00,-45.00,
21.00,-48.00,
26.00,-53.00,
55.00,-53.00,
82.50,-66.00,
180.00,-66.00,
ENDFIL:,EOF
