REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,PL4-71W
PATNUM:,3701D
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19760428
LOWFRQ:,7125
HGHFRQ:,8500
GUNITS:,DBI/DBR
LWGAIN:,36.2
MDGAIN:,36.5
HGGAIN:,36.8
AZWIDT:,2.2
ATVSWR:,1.06
FRTOBA:,45
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,2
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,37
-180.00,-45.00,
-170.00,-45.00,
-170.00,-50.00,
-141.50,-50.00,
-110.00,-37.00,
-75.00,-37.00,
-60.00,-35.00,
-24.00,-35.00,
-15.00,-31.20,
-14.00,-29.00,
-9.90,-29.00,
-6.50,-21.00,
-3.00,-21.00,
-2.50,-14.00,
-2.00,-7.30,
-1.50,-2.90,
-1.00,-1.10,
-0.50,-0.40,
0.00,0.00,
0.50,-0.40,
1.00,-1.10,
1.50,-2.90,
2.00,-7.30,
2.50,-14.00,
3.00,-21.00,
6.50,-21.00,
9.90,-29.00,
14.00,-29.00,
15.00,-31.20,
24.00,-35.00,
60.00,-35.00,
75.00,-37.00,
110.00,-37.00,
141.50,-50.00,
170.00,-50.00,
170.00,-45.00,
180.00,-45.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,17
-180.00,-54.00,
-120.00,-54.00,
-90.00,-50.00,
-35.00,-50.00,
-25.00,-45.30,
-5.00,-45.30,
-2.50,-44.00,
-2.20,-30.00,
0.00,-30.00,
2.20,-30.00,
2.50,-44.00,
5.00,-45.30,
25.00,-45.30,
35.00,-50.00,
90.00,-50.00,
120.00,-54.00,
180.00,-54.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,35
-180.00,-45.00,
-170.00,-45.00,
-170.00,-50.00,
-120.00,-50.00,
-100.00,-37.90,
-50.00,-37.90,
-35.00,-32.00,
-19.50,-29.00,
-15.00,-29.00,
-10.00,-27.00,
-5.90,-20.00,
-2.90,-20.00,
-2.50,-14.00,
-2.00,-7.30,
-1.50,-2.90,
-1.00,-1.00,
-0.50,-0.40,
0.00,0.00,
0.50,-0.40,
1.00,-1.00,
1.50,-2.90,
2.00,-7.30,
2.50,-14.00,
2.90,-20.00,
5.90,-20.00,
10.00,-27.00,
15.00,-29.00,
19.50,-29.00,
35.00,-32.00,
50.00,-37.90,
100.00,-37.90,
120.00,-50.00,
170.00,-50.00,
170.00,-45.00,
180.00,-45.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,19
-180.00,-54.00,
-120.00,-54.00,
-111.50,-50.00,
-35.00,-50.00,
-25.00,-47.90,
-11.20,-47.90,
-4.70,-45.20,
-2.30,-33.80,
-2.20,-30.00,
0.00,-30.00,
2.20,-30.00,
2.30,-33.80,
4.70,-45.20,
11.20,-47.90,
25.00,-47.90,
35.00,-50.00,
111.50,-50.00,
120.00,-54.00,
180.00,-54.00,
ENDFIL:,EOF
