REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,HP8-186
PATNUM:,3960
FEDORN:,NA
DESCR1:,
DESCR2:,Consult RPEs 3961 and 3962 for 6.5 GHz Performance.
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19920425
LOWFRQ:,1850
HGHFRQ:,1990
GUNITS:,DBI/DBR
LWGAIN:,30.4
MDGAIN:,30.7
HGGAIN:,31.0
AZWIDT:,4.30
ELWIDT:,4.30
ATVSWR:,1.15
FRTOBA:,51.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,80
-180.00,-51.00,
-95.00,-51.00,
-75.00,-47.00,
-60.00,-37.00,
-35.00,-31.00,
-30.00,-31.00,
-24.00,-25.00,
-20.00,-25.00,
-19.00,-22.00,
-15.00,-22.00,
-14.00,-20.00,
-10.50,-20.00,
-8.50,-14.00,
-5.10,-14.00,
-5.00,-13.30,
-4.80,-12.30,
-4.60,-11.30,
-4.40,-10.30,
-4.20,-9.40,
-4.00,-8.50,
-3.80,-7.70,
-3.60,-6.90,
-3.40,-6.20,
-3.20,-5.50,
-3.00,-4.80,
-2.80,-4.20,
-2.60,-3.60,
-2.40,-3.10,
-2.20,-2.60,
-2.00,-2.10,
-1.80,-1.70,
-1.60,-1.40,
-1.40,-1.00,
-1.20,-0.80,
-1.00,-0.50,
-0.80,-0.30,
-0.60,-0.20,
-0.40,-0.10,
-0.20,0.00,
0.00,0.00,
0.20,0.00,
0.40,-0.10,
0.60,-0.20,
0.80,-0.30,
1.00,-0.50,
1.20,-0.80,
1.40,-1.00,
1.60,-1.40,
1.80,-1.70,
2.00,-2.10,
2.20,-2.60,
2.40,-3.10,
2.60,-3.60,
2.80,-4.20,
3.00,-4.80,
3.20,-5.50,
3.40,-6.20,
3.60,-6.90,
3.80,-7.70,
4.00,-8.50,
4.20,-9.40,
4.40,-10.30,
4.60,-11.30,
4.80,-12.30,
5.00,-13.30,
5.20,-14.40,
5.10,-14.00,
8.50,-14.00,
10.50,-20.00,
14.00,-20.00,
15.00,-22.00,
19.00,-22.00,
20.00,-25.00,
24.00,-25.00,
30.00,-31.00,
35.00,-31.00,
60.00,-37.00,
75.00,-47.00,
95.00,-51.00,
180.00,-51.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,25
-180.00,-52.00,
-170.00,-52.00,
-170.00,-55.00,
-88.00,-55.00,
-65.00,-45.00,
-50.00,-45.00,
-40.00,-40.00,
-15.00,-40.00,
-12.00,-40.00,
-9.00,-37.00,
-7.00,-33.00,
-5.50,-28.00,
0.00,-28.00,
5.50,-28.00,
7.00,-33.00,
9.00,-37.00,
12.00,-40.00,
15.00,-40.00,
40.00,-40.00,
50.00,-45.00,
65.00,-45.00,
88.00,-55.00,
170.00,-55.00,
170.00,-52.00,
180.00,-52.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,81
-180.00,-51.00,
-170.00,-51.00,
-170.00,-54.00,
-105.00,-54.00,
-90.00,-51.00,
-60.00,-34.00,
-38.00,-34.00,
-30.00,-32.00,
-23.00,-25.00,
-20.00,-25.00,
-19.00,-22.00,
-15.00,-22.00,
-10.00,-21.00,
-8.50,-15.00,
-5.30,-15.00,
-5.00,-13.30,
-4.80,-12.30,
-4.60,-11.30,
-4.40,-10.30,
-4.20,-9.40,
-4.00,-8.50,
-3.80,-7.70,
-3.60,-6.90,
-3.40,-6.20,
-3.20,-5.50,
-3.00,-4.80,
-2.80,-4.20,
-2.60,-3.60,
-2.40,-3.10,
-2.20,-2.60,
-2.00,-2.10,
-1.80,-1.70,
-1.60,-1.40,
-1.40,-1.00,
-1.20,-0.80,
-1.00,-0.50,
-0.80,-0.30,
-0.60,-0.20,
-0.40,-0.10,
-0.20,0.00,
0.00,0.00,
0.20,0.00,
0.40,-0.10,
0.60,-0.20,
0.80,-0.30,
1.00,-0.50,
1.20,-0.80,
1.40,-1.00,
1.60,-1.40,
1.80,-1.70,
2.00,-2.10,
2.20,-2.60,
2.40,-3.10,
2.60,-3.60,
2.80,-4.20,
3.00,-4.80,
3.20,-5.50,
3.40,-6.20,
3.60,-6.90,
3.80,-7.70,
4.00,-8.50,
4.20,-9.40,
4.40,-10.30,
4.60,-11.30,
4.80,-12.30,
5.00,-13.30,
5.30,-15.00,
8.50,-15.00,
10.00,-21.00,
15.00,-22.00,
19.00,-22.00,
20.00,-25.00,
23.00,-25.00,
30.00,-32.00,
38.00,-34.00,
60.00,-34.00,
90.00,-51.00,
105.00,-54.00,
170.00,-54.00,
170.00,-51.00,
180.00,-51.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,21
-180.00,-52.00,
-170.00,-52.00,
-170.00,-55.00,
-88.00,-55.00,
-60.00,-43.00,
-31.00,-43.00,
-15.00,-36.00,
-12.00,-33.00,
-7.00,-33.00,
-5.50,-28.00,
0.00,-28.00,
5.50,-28.00,
7.00,-33.00,
12.00,-33.00,
15.00,-36.00,
31.00,-43.00,
60.00,-43.00,
88.00,-55.00,
170.00,-55.00,
170.00,-52.00,
180.00,-52.00,
ENDFIL:,EOF
