REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,PL15-71W
PATNUM:,2710E
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19790425
LOWFRQ:,7125
HGHFRQ:,8500
GUNITS:,DBI/DBR
LWGAIN:,47.5
MDGAIN:,48.2
HGGAIN:,48.9
AZWIDT:,0.60
ELWIDT:,0.60
ATVSWR:,1.10
FRTOBA:,57.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,27
-180.00,-57.00,
-170.00,-57.00,
-170.00,-70.00,
-120.00,-70.00,
-100.00,-51.00,
-30.00,-51.00,
-26.00,-49.00,
-15.00,-49.00,
-10.00,-47.00,
-4.00,-39.00,
-1.00,-22.00,
-0.50,-16.20,
-0.50,-10.00,
0.00,0.00,
0.50,-10.00,
0.50,-16.20,
1.00,-22.00,
4.00,-39.00,
10.00,-47.00,
15.00,-49.00,
26.00,-49.00,
30.00,-51.00,
100.00,-51.00,
120.00,-70.00,
170.00,-70.00,
170.00,-57.00,
180.00,-57.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,27
-180.00,-57.00,
-170.00,-57.00,
-170.00,-70.00,
-120.00,-70.00,
-100.00,-68.00,
-60.00,-67.00,
-28.50,-67.00,
-15.00,-64.00,
-10.00,-60.00,
-6.50,-60.00,
-2.50,-45.00,
-1.50,-45.00,
-0.90,-30.00,
0.00,-30.00,
0.90,-30.00,
1.50,-45.00,
2.50,-45.00,
6.50,-60.00,
10.00,-60.00,
15.00,-64.00,
28.50,-67.00,
60.00,-67.00,
100.00,-68.00,
120.00,-70.00,
170.00,-70.00,
170.00,-57.00,
180.00,-57.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,33
-180.00,-57.00,
-170.00,-57.00,
-170.00,-70.00,
-120.00,-70.00,
-100.00,-51.00,
-30.00,-51.00,
-20.00,-50.00,
-15.00,-42.00,
-11.50,-39.00,
-7.50,-39.00,
-6.00,-33.00,
-3.00,-33.00,
-1.00,-25.00,
-1.00,-22.00,
-0.50,-16.20,
-0.50,-10.00,
0.00,0.00,
0.50,-10.00,
0.50,-16.20,
1.00,-22.00,
1.00,-25.00,
3.00,-33.00,
6.00,-33.00,
7.50,-39.00,
11.50,-39.00,
15.00,-42.00,
20.00,-50.00,
30.00,-51.00,
100.00,-51.00,
120.00,-70.00,
170.00,-70.00,
170.00,-57.00,
180.00,-57.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,27
-180.00,-57.00,
-170.00,-57.00,
-170.00,-70.00,
-120.00,-70.00,
-100.00,-68.00,
-60.00,-67.00,
-28.50,-67.00,
-15.00,-64.00,
-11.00,-53.00,
-9.00,-53.00,
-7.40,-45.00,
-1.50,-45.00,
-0.90,-30.00,
0.00,-30.00,
0.90,-30.00,
1.50,-45.00,
7.40,-45.00,
9.00,-53.00,
11.00,-53.00,
15.00,-64.00,
28.50,-67.00,
60.00,-67.00,
100.00,-68.00,
120.00,-70.00,
170.00,-70.00,
170.00,-57.00,
180.00,-57.00,
ENDFIL:,EOF
