REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,HPX12-56
PATNUM:,1030
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19920225
LOWFRQ:,5600
HGHFRQ:,6200
GUNITS:,DBI/DBR
LWGAIN:,43.8
MDGAIN:,44.2
HGGAIN:,44.7
AZWIDT:,1.00
ELWIDT:,1.00
ATVSWR:,1.06
FRTOBA:,71.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,50
-180.00,-71.00,
-100.00,-71.00,
-90.00,-69.00,
-71.00,-52.00,
-47.00,-52.00,
-40.00,-45.00,
-25.00,-43.50,
-15.00,-33.00,
-10.50,-33.00,
-9.50,-29.50,
-7.50,-29.50,
-7.00,-27.50,
-3.00,-27.50,
-1.80,-20.00,
-1.26,-20.00,
-1.19,-16.20,
-1.08,-12.80,
-0.96,-9.72,
-0.86,-7.55,
-0.74,-5.35,
-0.59,-3.33,
-0.45,-1.83,
-0.39,-1.33,
-0.31,-0.82,
-0.19,-0.28,
0.00,0.00,
0.19,-0.51,
0.30,-1.13,
0.38,-1.80,
0.58,-4.07,
0.72,-6.31,
0.84,-8.65,
0.98,-12.01,
1.12,-15.40,
1.22,-18.86,
1.26,-20.00,
1.80,-20.00,
3.00,-27.50,
7.00,-27.50,
7.50,-29.50,
9.50,-29.50,
10.50,-33.00,
15.00,-33.00,
25.00,-43.50,
40.00,-45.00,
48.00,-52.00,
71.00,-52.00,
90.00,-69.00,
100.00,-71.00,
180.00,-71.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,29
-180.00,-73.00,
-80.00,-73.00,
-70.00,-67.00,
-50.00,-67.00,
-40.00,-63.00,
-30.00,-63.00,
-25.00,-61.00,
-15.00,-61.00,
-14.50,-61.00,
-13.50,-57.00,
-10.00,-57.00,
-8.00,-46.00,
-2.70,-46.00,
-1.00,-30.00,
0.00,-30.00,
1.00,-30.00,
2.70,-46.00,
8.00,-46.00,
10.00,-57.00,
13.50,-57.00,
14.50,-61.00,
15.00,-61.00,
25.00,-61.00,
30.00,-63.00,
40.00,-63.00,
50.00,-67.00,
70.00,-67.00,
80.00,-73.00,
180.00,-73.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,48
-180.00,-71.00,
-100.00,-71.00,
-68.00,-57.00,
-55.00,-57.00,
-50.00,-53.00,
-20.00,-42.00,
-15.00,-42.00,
-14.50,-40.00,
-10.00,-34.00,
-8.50,-34.00,
-7.50,-28.00,
-2.50,-28.00,
-1.70,-20.00,
-1.26,-20.00,
-1.19,-16.20,
-1.08,-12.80,
-0.96,-9.72,
-0.86,-7.55,
-0.74,-5.35,
-0.59,-3.33,
-0.45,-1.83,
-0.39,-1.33,
-0.31,-0.82,
-0.19,-0.28,
0.00,0.00,
0.19,-0.51,
0.30,-1.13,
0.38,-1.80,
0.58,-4.07,
0.72,-6.31,
0.84,-8.65,
0.98,-12.01,
1.10,-15.40,
1.22,-18.86,
1.26,-20.00,
1.70,-20.00,
2.50,-28.00,
7.50,-28.00,
8.50,-34.00,
10.00,-34.00,
14.50,-40.00,
15.00,-42.00,
20.00,-42.00,
50.00,-53.00,
55.00,-57.00,
67.00,-57.00,
100.00,-71.00,
180.00,-71.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,23
-180.00,-73.00,
-90.00,-73.00,
-85.00,-69.00,
-40.00,-64.00,
-35.00,-60.00,
-15.00,-59.00,
-13.00,-59.00,
-7.00,-51.00,
-4.00,-46.00,
-2.70,-46.00,
-1.00,-30.00,
0.00,-30.00,
1.00,-30.00,
2.70,-46.00,
4.00,-46.00,
7.00,-51.00,
13.00,-59.00,
15.00,-59.00,
35.00,-60.00,
40.00,-64.00,
85.00,-69.00,
90.00,-73.00,
180.00,-73.00,
ENDFIL:,EOF
