REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,HP10-186
PATNUM:,3964
FEDORN:,RIGHT
DESCR1:,
DESCR2:,RPE for the condition when 1.85 GHz is Vertically Polarized.  Consult RPE 3963 for 1.85 GHz Performance.
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19920425
LOWFRQ:,6425
HGHFRQ:,7125
GUNITS:,DBI/DBR
LWGAIN:,42.7
MDGAIN:,43.0
HGGAIN:,43.4
AZWIDT:,1.00
ELWIDT:,1.00
ATVSWR:,1.10
FRTOBA:,71.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,39
-180.00,-71.00,
-100.00,-71.00,
-75.00,-55.00,
-60.00,-55.00,
-40.00,-43.00,
-20.00,-34.00,
-15.00,-34.00,
-10.00,-31.00,
-7.50,-27.00,
-5.00,-27.00,
-4.00,-24.00,
-1.50,-24.00,
-1.40,-21.20,
-1.20,-15.60,
-1.00,-10.80,
-0.80,-6.90,
-0.60,-3.90,
-0.40,-1.70,
-0.20,-0.40,
0.00,0.00,
0.20,-0.40,
0.40,-1.70,
0.60,-3.90,
0.80,-6.90,
1.00,-10.80,
1.20,-15.60,
1.40,-21.20,
1.50,-24.00,
4.00,-24.00,
5.00,-27.00,
7.50,-27.00,
10.00,-31.00,
15.00,-34.00,
20.00,-34.00,
40.00,-43.00,
60.00,-55.00,
75.00,-55.00,
100.00,-71.00,
180.00,-71.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,27
-180.00,-72.00,
-90.00,-72.00,
-63.00,-56.00,
-48.00,-56.00,
-40.00,-50.00,
-25.00,-50.00,
-20.00,-48.00,
-15.00,-48.00,
-11.50,-48.00,
-8.50,-39.00,
-2.50,-39.00,
-1.60,-37.00,
-1.00,-30.00,
0.00,-30.00,
1.00,-30.00,
1.60,-37.00,
2.50,-39.00,
8.50,-39.00,
11.50,-48.00,
15.00,-48.00,
20.00,-48.00,
25.00,-50.00,
40.00,-50.00,
48.00,-56.00,
63.00,-56.00,
90.00,-72.00,
180.00,-72.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,49
-180.00,-71.00,
-100.00,-71.00,
-85.00,-61.00,
-80.00,-61.00,
-70.00,-52.00,
-65.00,-52.00,
-50.00,-41.00,
-37.00,-41.00,
-30.00,-38.00,
-28.00,-34.00,
-15.00,-34.00,
-13.00,-34.00,
-12.00,-32.50,
-10.00,-32.50,
-9.00,-28.50,
-5.00,-28.50,
-3.00,-20.00,
-1.40,-20.00,
-1.20,-15.60,
-1.00,-10.80,
-0.80,-6.90,
-0.60,-3.90,
-0.40,-1.70,
-0.20,-0.40,
0.00,0.00,
0.20,-0.40,
0.40,-1.70,
0.60,-3.90,
0.80,-6.90,
1.00,-10.80,
1.20,-15.60,
1.40,-20.00,
3.00,-20.00,
5.00,-28.50,
9.00,-28.50,
10.00,-32.50,
12.00,-32.50,
13.00,-34.00,
15.00,-34.00,
28.00,-34.00,
30.00,-38.00,
37.00,-41.00,
50.00,-41.00,
65.00,-52.00,
70.00,-52.00,
80.00,-61.00,
85.00,-61.00,
100.00,-71.00,
180.00,-71.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,27
-180.00,-72.00,
-90.00,-72.00,
-73.00,-58.00,
-58.00,-58.00,
-47.00,-51.00,
-23.00,-51.00,
-15.00,-49.00,
-13.50,-49.00,
-12.00,-40.00,
-4.00,-40.00,
-2.50,-36.00,
-1.50,-36.00,
-1.00,-30.00,
0.00,-30.00,
1.00,-30.00,
1.50,-36.00,
2.50,-36.00,
4.00,-40.00,
12.00,-40.00,
13.50,-49.00,
15.00,-49.00,
23.00,-51.00,
47.00,-51.00,
58.00,-58.00,
73.00,-58.00,
90.00,-72.00,
180.00,-72.00,
ENDFIL:,EOF
