REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,UHP12-19
PATNUM:,1446A
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19920203
LOWFRQ:,1900
HGHFRQ:,2300
GUNITS:,DBI/DBR
LWGAIN:,34.6
MDGAIN:,35.4
HGGAIN:,36.2
AZWIDT:,2.90
ELWIDT:,0.00
ATVSWR:,1.20
FRTOBA:,64.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,89
-180.00,-64.00,
-170.00,-64.00,
-153.50,-67.00,
-102.00,-67.00,
-98.50,-63.00,
-90.00,-63.00,
-80.50,-54.00,
-76.50,-54.00,
-70.50,-49.50,
-65.50,-49.50,
-63.00,-48.00,
-52.50,-48.00,
-50.00,-45.50,
-38.50,-45.50,
-34.00,-39.00,
-22.00,-39.00,
-18.00,-29.50,
-15.00,-29.50,
-12.50,-26.00,
-11.00,-26.00,
-9.50,-22.00,
-6.50,-22.00,
-5.50,-19.50,
-4.10,-19.50,
-3.90,-17.80,
-3.70,-15.70,
-3.40,-13.90,
-3.20,-11.80,
-2.90,-9.70,
-2.70,-7.80,
-2.40,-6.30,
-2.20,-5.50,
-2.00,-4.40,
-1.80,-3.80,
-1.60,-2.70,
-1.30,-2.00,
-1.10,-1.50,
-1.00,-1.30,
-0.90,-0.90,
-0.70,-0.70,
-0.60,-0.50,
-0.40,-0.30,
-0.20,-0.20,
-0.10,-0.10,
0.00,0.00,
0.10,-0.10,
0.20,-0.20,
0.40,-0.30,
0.60,-0.50,
0.70,-0.70,
0.90,-0.90,
1.00,-1.30,
1.10,-1.50,
1.30,-2.00,
1.60,-2.70,
1.80,-3.80,
2.00,-4.40,
2.20,-5.50,
2.40,-6.30,
2.70,-7.80,
2.90,-9.70,
3.20,-11.80,
3.40,-13.90,
3.70,-15.70,
3.90,-17.80,
4.10,-19.50,
5.50,-19.50,
6.50,-22.00,
9.50,-22.00,
11.00,-26.00,
12.50,-26.00,
15.00,-29.50,
18.00,-29.50,
22.00,-39.00,
34.00,-39.00,
38.50,-45.50,
50.00,-45.50,
52.50,-48.00,
63.00,-48.00,
65.50,-49.50,
70.50,-49.50,
76.50,-54.00,
80.50,-54.00,
90.00,-63.00,
98.50,-63.00,
102.00,-67.00,
153.50,-67.00,
170.00,-64.00,
180.00,-64.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,23
-180.00,-67.00,
-62.50,-67.00,
-61.00,-66.00,
-56.00,-66.00,
-53.50,-61.50,
-18.00,-61.50,
-15.00,-58.50,
-13.00,-58.50,
-12.00,-54.00,
-9.00,-54.00,
-3.00,-30.00,
0.00,-30.00,
3.00,-30.00,
9.00,-54.00,
12.00,-54.00,
13.00,-58.50,
15.00,-58.50,
18.00,-61.50,
53.50,-61.50,
56.00,-66.00,
61.00,-66.00,
62.50,-67.00,
180.00,-67.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,83
-180.00,-64.00,
-170.00,-64.00,
-170.00,-67.00,
-90.00,-67.00,
-86.50,-63.00,
-79.00,-63.00,
-76.50,-61.00,
-73.00,-55.50,
-66.50,-55.50,
-63.50,-52.00,
-59.50,-52.00,
-57.00,-48.00,
-42.00,-48.00,
-40.00,-40.00,
-22.00,-40.00,
-21.00,-37.00,
-18.50,-37.00,
-17.00,-31.50,
-13.50,-31.50,
-11.50,-24.50,
-8.00,-24.50,
-6.50,-19.00,
-3.70,-19.00,
-3.40,-13.90,
-3.20,-11.80,
-2.90,-9.70,
-2.70,-7.80,
-2.40,-6.30,
-2.20,-5.50,
-2.00,-4.40,
-1.80,-3.80,
-1.60,-2.70,
-1.30,-2.00,
-1.10,-1.50,
-1.00,-1.30,
-0.90,-0.90,
-0.70,-0.70,
-0.60,-0.50,
-0.40,-0.30,
-0.20,-0.20,
-0.10,-0.10,
0.00,0.00,
0.10,-0.10,
0.20,-0.20,
0.40,-0.30,
0.60,-0.50,
0.70,-0.70,
0.90,-0.90,
1.00,-1.30,
1.10,-1.50,
1.30,-2.00,
1.60,-2.70,
1.80,-3.80,
2.00,-4.40,
2.20,-5.50,
2.40,-6.30,
2.70,-7.80,
2.90,-9.70,
3.20,-11.80,
3.40,-13.90,
3.70,-19.00,
6.50,-19.00,
8.00,-24.50,
11.50,-24.50,
13.50,-31.50,
17.00,-31.50,
18.50,-37.00,
21.00,-37.00,
22.00,-40.00,
40.00,-40.00,
42.00,-48.00,
57.00,-48.00,
59.50,-52.00,
63.50,-52.00,
66.50,-55.50,
73.00,-55.50,
76.50,-61.00,
79.00,-63.00,
86.50,-63.00,
90.00,-67.00,
170.00,-67.00,
170.00,-64.00,
180.00,-64.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,25
-180.00,-67.00,
-80.00,-67.00,
-79.00,-64.50,
-59.50,-64.50,
-50.50,-62.00,
-37.50,-62.00,
-33.00,-58.00,
-22.00,-58.00,
-15.00,-52.00,
-14.00,-47.00,
-12.00,-47.00,
-3.00,-30.00,
0.00,-30.00,
3.00,-30.00,
12.00,-47.00,
14.00,-47.00,
15.00,-52.00,
22.00,-58.00,
33.00,-58.00,
37.50,-62.00,
50.50,-62.00,
59.50,-64.50,
79.00,-64.50,
80.00,-67.00,
180.00,-67.00,
ENDFIL:,EOF
