REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,UHX8-127
PATNUM:,1255H
FEDORN:,RIGHT
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19830519
LOWFRQ:,12700
HGHFRQ:,13250
GUNITS:,DBI/DBR
LWGAIN:,47.5
MDGAIN:,47.6
HGGAIN:,47.8
AZWIDT:,0.70
ELWIDT:,0.70
ATVSWR:,1.10
FRTOBA:,80.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,57
-180.00,-80.00,
-171.00,-80.00,
-169.00,-80.00,
-75.71,-80.00,
-71.03,-77.95,
-65.53,-72.92,
-60.93,-70.16,
-56.60,-69.84,
-52.55,-65.95,
-48.94,-65.95,
-44.89,-64.19,
-33.26,-64.19,
-27.85,-56.73,
-24.88,-56.73,
-17.76,-53.29,
-15.00,-53.29,
-13.88,-53.29,
-12.53,-52.40,
-11.18,-51.72,
-10.10,-48.38,
-9.91,-46.46,
-8.38,-44.86,
-7.48,-41.94,
-6.40,-41.94,
-5.05,-36.46,
-4.96,-36.00,
-3.33,-33.97,
-2.12,-28.40,
-1.92,-28.40,
-1.08,-24.43,
-0.50,-5.79,
0.01,0.00,
0.53,-5.73,
1.07,-19.13,
1.92,-26.48,
2.12,-26.48,
3.43,-34.05,
4.24,-39.03,
7.40,-39.03,
8.20,-46.76,
9.55,-49.11,
12.17,-49.11,
13.43,-51.49,
14.87,-54.89,
15.00,-54.89,
16.95,-54.89,
20.73,-57.88,
25.15,-61.06,
30.56,-62.41,
56.97,-62.41,
61.56,-66.48,
65.17,-70.12,
71.21,-70.61,
76.52,-80.00,
169.00,-80.00,
171.00,-80.00,
180.00,-80.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,43
-180.00,-80.00,
-171.00,-80.00,
-169.00,-80.00,
-70.85,-80.00,
-66.70,-78.01,
-60.39,-73.56,
-41.73,-73.56,
-38.31,-72.53,
-15.00,-72.53,
-13.88,-72.53,
-12.35,-70.91,
-9.19,-70.91,
-8.83,-67.21,
-7.75,-67.19,
-6.22,-65.67,
-5.86,-64.80,
-4.24,-58.98,
-3.03,-54.25,
-2.28,-49.41,
-1.56,-47.06,
-1.13,-38.50,
-0.68,-33.00,
-0.58,-33.00,
0.00,-33.00,
0.89,-33.00,
0.99,-39.37,
1.17,-39.37,
1.79,-45.91,
2.21,-54.02,
3.24,-58.28,
4.51,-66.56,
5.95,-69.23,
6.67,-70.12,
7.84,-70.43,
8.92,-70.43,
10.10,-72.29,
11.09,-73.06,
15.00,-73.06,
63.50,-73.06,
70.00,-80.00,
169.00,-80.00,
171.00,-80.00,
180.00,-80.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,64
-180.00,-80.00,
-171.00,-80.00,
-169.00,-80.00,
-77.70,-80.00,
-70.49,-75.10,
-67.15,-74.07,
-64.81,-67.82,
-59.58,-67.82,
-53.99,-67.51,
-47.23,-63.63,
-42.81,-61.18,
-33.89,-61.18,
-25.24,-58.71,
-20.55,-57.46,
-16.95,-56.04,
-15.00,-56.04,
-14.15,-56.04,
-13.07,-54.73,
-12.80,-53.80,
-11.00,-51.98,
-10.01,-49.85,
-9.91,-49.19,
-8.20,-47.22,
-7.66,-42.87,
-6.04,-42.87,
-5.14,-36.16,
-4.87,-35.85,
-3.79,-35.79,
-2.13,-31.19,
-1.62,-30.26,
-1.01,-22.69,
-0.51,-5.85,
0.00,0.00,
0.17,-0.36,
0.53,-5.81,
1.46,-26.09,
1.59,-26.09,
2.01,-29.19,
3.24,-35.77,
4.78,-39.76,
6.76,-39.76,
7.03,-40.04,
8.38,-46.88,
9.10,-50.85,
12.17,-50.85,
13.16,-55.41,
14.06,-56.26,
15.00,-56.62,
15.77,-56.91,
20.28,-60.21,
27.76,-60.80,
31.73,-62.64,
35.60,-62.64,
41.10,-65.37,
47.32,-65.57,
53.90,-65.95,
56.97,-66.50,
63.55,-66.50,
67.15,-73.28,
70.94,-75.14,
79.23,-80.00,
169.00,-80.00,
171.00,-80.00,
180.00,-80.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,56
-180.00,-80.00,
-171.00,-80.00,
-169.00,-80.00,
-76.52,-80.00,
-72.56,-78.14,
-66.70,-78.14,
-63.09,-77.10,
-56.15,-72.25,
-48.49,-72.25,
-43.63,-71.90,
-39.48,-70.79,
-31.37,-70.79,
-27.58,-70.04,
-15.68,-70.04,
-15.00,-69.94,
-13.70,-69.74,
-12.35,-69.09,
-11.36,-68.42,
-10.28,-68.42,
-8.20,-67.29,
-7.21,-67.19,
-6.67,-65.57,
-5.50,-65.33,
-4.78,-57.79,
-3.70,-57.79,
-2.07,-51.18,
-1.53,-47.73,
-1.17,-41.76,
-0.70,-39.00,
-0.58,-33.00,
0.00,-33.00,
0.58,-33.00,
0.68,-34.28,
1.01,-40.41,
1.71,-44.51,
2.01,-49.41,
3.79,-59.67,
4.60,-62.99,
6.49,-62.99,
7.30,-63.64,
8.38,-68.71,
9.64,-69.64,
10.46,-69.64,
11.90,-71.05,
12.89,-71.05,
13.34,-71.62,
15.00,-71.62,
40.02,-71.62,
45.43,-73.38,
54.08,-74.21,
61.29,-74.21,
65.89,-78.22,
74.09,-80.00,
169.00,-80.00,
171.00,-80.00,
180.00,-80.01,
ENDFIL:,EOF
