REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,HP10-71W
PATNUM:,2821
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19880302
LOWFRQ:,7125
HGHFRQ:,8500
GUNITS:,DBI/DBR
LWGAIN:,44.0
MDGAIN:,44.8
HGGAIN:,45.5
AZWIDT:,0.90
ELWIDT:,0.90
ATVSWR:,1.06
FRTOBA:,70.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,35
-180.00,-70.00,
-99.49,-70.00,
-70.00,-48.00,
-55.00,-48.00,
-35.87,-45.20,
-15.00,-43.05,
-10.67,-39.07,
-8.17,-39.07,
-1.83,-24.83,
-1.58,-20.03,
-1.25,-15.07,
-1.08,-9.93,
-0.92,-4.97,
-0.92,-4.14,
-0.75,-2.98,
-0.67,-1.99,
-0.42,-0.66,
0.00,0.00,
0.42,-0.66,
0.67,-1.99,
0.75,-2.98,
0.92,-4.14,
0.92,-4.97,
1.08,-9.93,
1.25,-15.07,
1.58,-20.03,
1.83,-24.83,
8.17,-39.07,
10.67,-39.07,
15.00,-43.05,
35.87,-45.20,
55.00,-48.00,
70.00,-48.00,
99.49,-70.00,
180.00,-70.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,21
-180.00,-75.00,
-99.98,-75.00,
-25.00,-63.00,
-20.00,-63.00,
-15.00,-61.26,
-9.00,-56.95,
-6.58,-50.00,
-5.00,-50.00,
-2.80,-46.00,
-1.60,-30.00,
0.00,-30.00,
1.60,-30.00,
2.80,-46.00,
5.00,-50.00,
6.58,-50.00,
9.00,-56.95,
15.00,-61.26,
20.00,-63.00,
25.00,-63.00,
99.98,-75.00,
180.00,-75.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,47
-180.00,-70.00,
-101.48,-70.00,
-70.66,-56.29,
-59.00,-52.00,
-40.00,-52.00,
-28.00,-40.00,
-20.00,-40.00,
-15.00,-37.00,
-13.00,-37.00,
-11.00,-35.00,
-10.17,-31.13,
-5.17,-31.13,
-2.42,-25.99,
-1.75,-24.67,
-1.58,-20.03,
-1.33,-14.90,
-1.25,-13.08,
-1.08,-9.77,
-0.92,-6.13,
-0.83,-3.97,
-0.67,-1.99,
-0.58,-1.16,
-0.33,-0.50,
0.00,0.00,
0.33,-0.50,
0.58,-1.16,
0.67,-1.99,
0.83,-3.97,
0.92,-6.13,
1.08,-9.77,
1.25,-13.08,
1.33,-14.90,
1.58,-20.03,
1.75,-24.67,
2.42,-25.99,
5.17,-31.13,
10.17,-31.13,
11.00,-35.00,
13.00,-37.00,
15.00,-37.00,
20.00,-40.00,
28.00,-40.00,
40.00,-52.00,
59.00,-52.00,
70.66,-56.29,
101.48,-70.00,
180.00,-70.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,15
-180.00,-75.00,
-100.48,-75.00,
-27.00,-65.00,
-15.00,-56.95,
-10.17,-50.00,
-3.00,-48.00,
-1.60,-30.00,
0.00,-30.00,
1.60,-30.00,
3.00,-48.00,
10.17,-50.00,
15.00,-56.95,
27.00,-65.00,
100.48,-75.00,
180.00,-75.00,
ENDFIL:,EOF
