REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,UHX15-35
PATNUM:,2484C
FEDORN:,LEFT 
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19770223
LOWFRQ:,3540
HGHFRQ:,4180
GUNITS:,DBI/DBR
LWGAIN:,41.6
MDGAIN:,42.3
HGGAIN:,43.0
AZWIDT:,1.20
ELWIDT:,1.20
ATVSWR:,1.06
FRTOBA:,65.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,25
-180.00,-65.00,
-173.00,-65.00,
-170.00,-66.00,
-104.00,-66.00,
-85.00,-54.20,
-49.00,-45.00,
-24.00,-45.00,
-19.00,-42.00,
-15.00,-42.00,
-5.20,-30.90,
-4.00,-25.00,
-1.20,-18.10,
-0.80,-4.50,
-0.50,-1.00,
0.00,0.00,
0.50,-1.00,
0.80,-4.50,
1.50,-19.00,
2.80,-19.00,
4.00,-25.00,
15.00,-37.00,
27.70,-47.00,
75.50,-52.00,
100.00,-66.00,
180.00,-66.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,24
-180.00,-65.00,
-166.00,-68.70,
-89.90,-68.70,
-85.00,-65.00,
-47.00,-60.00,
-28.00,-60.00,
-20.00,-58.00,
-12.80,-58.00,
-5.00,-44.00,
-4.00,-36.00,
-3.50,-36.00,
-1.40,-30.00,
0.00,-30.00,
1.30,-30.00,
2.70,-40.00,
7.80,-40.00,
10.00,-49.50,
15.00,-54.00,
28.50,-58.00,
73.00,-64.10,
83.00,-70.00,
165.00,-70.00,
170.50,-65.00,
180.00,-65.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,31
-180.00,-66.80,
-175.00,-68.10,
-90.00,-68.10,
-65.00,-48.00,
-40.00,-48.00,
-30.00,-45.00,
-24.00,-45.00,
-19.00,-42.00,
-15.00,-42.00,
-10.60,-38.90,
-5.30,-32.20,
-5.00,-30.50,
-4.00,-25.80,
-2.20,-25.80,
-1.20,-18.10,
-0.80,-4.50,
-0.50,-1.00,
0.00,0.00,
0.50,-1.00,
0.80,-4.50,
1.50,-19.00,
1.70,-23.80,
4.90,-30.00,
15.00,-41.00,
28.00,-47.90,
50.00,-47.90,
71.00,-56.20,
85.00,-68.00,
154.00,-68.00,
158.50,-65.90,
180.00,-65.90,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,21
-180.00,-69.10,
-90.00,-69.10,
-85.00,-65.00,
-40.00,-61.00,
-32.50,-61.00,
-28.00,-60.00,
-20.00,-58.00,
-10.00,-58.00,
-7.00,-46.00,
-5.00,-44.00,
-1.40,-30.00,
0.00,-30.00,
2.00,-30.00,
3.30,-40.00,
10.20,-48.50,
13.60,-55.00,
15.00,-56.30,
31.00,-59.00,
64.00,-59.00,
94.00,-70.00,
180.00,-70.00,
ENDFIL:,EOF
