REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,HSX6-142
PATNUM:,1014
FEDORN:,NA 
DESCR1:,Provisional
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,20001103
LOWFRQ:,14250
HGHFRQ:,14500
GUNITS:,DBI/DBR
LWGAIN:,45.9
MDGAIN:,46.0
HGGAIN:,46.1
AZWIDT:,0.80
ELWIDT:,0.80
ATVSWR:,1.10
FRTOBA:,75.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,55
-180.00,-75.00,
-95.00,-75.00,
-85.00,-69.00,
-80.00,-69.00,
-75.00,-59.00,
-60.00,-58.25,
-55.00,-58.00,
-45.00,-54.00,
-27.50,-52.00,
-25.00,-50.20,
-20.00,-46.60,
-15.00,-43.00,
-10.00,-43.00,
-9.00,-41.00,
-8.00,-41.00,
-7.50,-39.00,
-7.00,-37.00,
-6.00,-32.00,
-3.40,-32.00,
-3.00,-28.00,
-1.30,-28.00,
-1.10,-20.10,
-0.90,-13.45,
-0.70,-8.14,
-0.50,-4.15,
-0.30,-1.50,
-0.10,-0.16,
0.00,0.00,
0.10,-0.16,
0.30,-1.50,
0.50,-4.15,
0.70,-8.14,
0.90,-13.45,
1.10,-20.10,
1.30,-28.00,
3.00,-28.00,
3.40,-32.00,
6.00,-32.00,
7.00,-37.00,
7.50,-39.00,
8.00,-41.00,
9.00,-41.00,
10.00,-43.00,
15.00,-43.00,
20.00,-46.60,
25.00,-50.20,
27.50,-52.00,
45.00,-54.00,
55.00,-58.00,
60.00,-58.25,
75.00,-59.00,
80.00,-69.00,
85.00,-69.00,
95.00,-75.00,
180.00,-75.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,36
-180.00,-75.00,
-76.43,-75.00,
-75.00,-73.00,
-48.00,-73.00,
-45.00,-71.00,
-35.00,-71.00,
-30.00,-68.00,
-15.00,-68.00,
-14.00,-64.40,
-7.50,-64.40,
-7.00,-63.00,
-5.84,-63.00,
-5.50,-60.08,
-5.00,-55.75,
-2.50,-55.75,
-2.00,-50.50,
-1.00,-40.00,
0.00,-40.00,
1.00,-40.00,
2.00,-50.50,
2.50,-55.75,
5.00,-55.75,
5.50,-60.08,
5.84,-63.00,
6.00,-63.00,
7.00,-63.00,
7.47,-64.40,
14.00,-64.40,
15.00,-68.00,
30.00,-68.00,
35.00,-71.00,
45.00,-71.00,
48.00,-73.00,
75.00,-73.00,
76.43,-75.00,
180.00,-75.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,83
-180.00,-75.00,
-100.00,-75.00,
-90.00,-73.00,
-85.00,-73.00,
-80.00,-69.62,
-75.77,-66.77,
-75.00,-66.00,
-70.00,-61.00,
-67.22,-61.00,
-65.00,-59.50,
-48.00,-59.00,
-47.43,-58.84,
-45.00,-56.00,
-38.00,-56.00,
-33.00,-50.00,
-20.00,-50.00,
-15.00,-42.00,
-9.50,-42.00,
-9.00,-38.00,
-7.14,-38.00,
-7.00,-37.00,
-6.57,-37.00,
-6.00,-35.67,
-5.38,-34.23,
-5.00,-32.50,
-4.64,-32.50,
-4.00,-31.00,
-2.00,-31.00,
-1.82,-30.08,
-1.67,-29.85,
-1.52,-29.62,
-1.43,-29.31,
-1.37,-29.11,
-1.30,-28.00,
-1.10,-20.10,
-0.90,-13.45,
-0.70,-8.14,
-0.50,-4.15,
-0.30,-1.50,
-0.10,-0.23,
0.00,0.00,
0.10,-0.23,
0.30,-1.50,
0.50,-4.15,
0.70,-8.14,
0.90,-13.45,
1.10,-20.10,
1.30,-28.00,
1.37,-29.11,
1.43,-29.31,
1.52,-29.62,
1.67,-29.85,
1.82,-30.08,
2.00,-31.00,
4.00,-31.00,
4.64,-32.50,
5.00,-32.50,
5.38,-34.23,
6.00,-35.67,
6.57,-37.00,
7.00,-37.00,
7.14,-38.00,
9.00,-38.00,
9.50,-42.00,
15.00,-42.00,
20.00,-50.00,
33.00,-50.00,
38.00,-56.00,
45.00,-56.00,
47.43,-58.84,
48.00,-59.00,
49.75,-59.50,
55.00,-59.50,
65.00,-59.50,
67.22,-61.00,
70.00,-61.00,
75.00,-66.00,
75.77,-66.77,
80.00,-69.62,
85.00,-73.00,
90.00,-73.00,
100.00,-75.00,
180.00,-75.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,37
-180.00,-75.00,
-69.29,-75.00,
-65.00,-73.00,
-56.00,-73.00,
-55.00,-72.00,
-53.71,-71.97,
-50.00,-69.00,
-30.00,-69.00,
-25.00,-66.00,
-20.00,-66.00,
-15.00,-62.50,
-7.48,-62.50,
-7.00,-59.00,
-6.00,-59.00,
-4.00,-57.50,
-2.50,-57.50,
-2.00,-56.00,
-1.00,-40.00,
0.00,-40.00,
1.00,-40.00,
2.00,-56.00,
2.50,-57.50,
4.00,-57.50,
6.00,-59.00,
7.00,-59.00,
7.48,-62.50,
15.00,-62.50,
20.00,-66.00,
25.00,-66.00,
30.00,-69.00,
50.00,-69.00,
53.71,-71.97,
55.00,-72.00,
56.00,-73.00,
65.00,-73.00,
69.29,-75.00,
180.00,-75.00,
ENDFIL:,EOF
