REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,VHPX6-130
PATNUM:,4192
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19950418
LOWFRQ:,12700
HGHFRQ:,13250
GUNITS:,DBI/DBR
LWGAIN:,44.6
MDGAIN:,44.8
HGGAIN:,44.9
AZWIDT:,0.90
ELWIDT:,0.90
ATVSWR:,1.25
FRTOBA:,70.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,57
-180.0,-70.0,
-75.0,-70.0,
-60.0,-54.0,
-36.0,-54.0,
-26.0,-46.0,
-15.0,-44.0,
-10.0,-36.0,
-4.0,-30.0,
-3.0,-26.0,
-1.3,-24.0,
-1.1,-19.0,
-1.1,-17.0,
-1.0,-14.3,
-0.9,-12.4,
-0.9,-11.0,
-0.8,-9.0,
-0.7,-7.0,
-0.7,-5.8,
-0.6,-4.6,
-0.5,-3.3,
-0.5,-2.5,
-0.4,-1.8,
-0.3,-1.4,
-0.3,-1.0,
-0.3,-0.8,
-0.2,-0.4,
-0.1,-0.2,
-0.1,-0.1,
0.0,0.0,
0.1,-0.1,
0.1,-0.2,
0.2,-0.4,
0.3,-0.8,
0.3,-1.0,
0.3,-1.4,
0.4,-1.8,
0.5,-2.5,
0.5,-3.3,
0.6,-4.6,
0.7,-5.8,
0.7,-7.0,
0.8,-9.0,
0.9,-11.0,
0.9,-12.4,
1.0,-14.3,
1.1,-17.0,
1.1,-19.0,
1.3,-24.0,
3.0,-26.0,
4.0,-30.0,
10.0,-36.0,
15.0,-44.0,
26.0,-46.0,
36.0,-54.0,
60.0,-54.0,
75.0,-70.0,
180.0,-70.0,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,17
-180.0,-72.0,
-66.0,-72.0,
-60.0,-66.0,
-30.0,-65.0,
-15.0,-60.0,
-4.0,-56.0,
-1.7,-50.0,
-0.5,-32.0,
0.0,-32.0,
0.5,-32.0,
1.7,-50.0,
4.0,-56.0,
15.0,-60.0,
30.0,-65.0,
60.0,-66.0,
66.0,-72.0,
180.0,-72.0,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,47
-180.0,-72.0,
-81.0,-72.0,
-63.0,-58.0,
-28.0,-50.0,
-15.0,-37.0,
-7.0,-36.0,
-5.0,-32.0,
-3.0,-26.0,
-1.2,-21.0,
-1.0,-17.7,
-1.0,-14.4,
-0.9,-12.8,
-0.9,-10.9,
-0.8,-8.8,
-0.8,-7.2,
-0.7,-5.9,
-0.6,-4.0,
-0.5,-2.6,
-0.4,-1.5,
-0.3,-0.9,
-0.3,-0.4,
-0.2,-0.2,
-0.1,0.0,
0.0,0.0,
0.1,0.0,
0.2,-0.2,
0.3,-0.4,
0.3,-0.9,
0.4,-1.5,
0.5,-2.6,
0.6,-4.0,
0.7,-5.9,
0.8,-7.2,
0.8,-8.8,
0.9,-10.9,
0.9,-12.8,
1.0,-14.4,
1.0,-17.7,
1.2,-21.0,
3.0,-26.0,
5.0,-32.0,
7.0,-36.0,
15.0,-37.0,
28.0,-50.0,
63.0,-58.0,
81.0,-72.0,
180.0,-72.0,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,17
-180.0,-72.0,
-70.0,-72.0,
-60.0,-67.0,
-27.0,-67.0,
-15.0,-57.0,
-5.0,-55.0,
-1.7,-50.0,
-0.5,-32.0,
0.0,-32.0,
0.5,-32.0,
1.7,-50.0,
5.0,-55.0,
15.0,-57.0,
27.0,-67.0,
60.0,-67.0,
70.0,-72.0,
180.0,-72.0,
ENDFIL:,EOF
