REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,VHLP200-370
PATNUM:,4615
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,20000712
LOWFRQ:,37000
HGHFRQ:,39500
GUNITS:,DBI/DBR
LWGAIN:,34.1
MDGAIN:,34.5
HGGAIN:,34.9
AZWIDT:,2.60
ELWIDT:,2.60
ATVSWR:,1.30
FRTOBA:,60.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,37
-180.00,-60.00,
-90.00,-60.00,
-68.00,-46.00,
-60.00,-42.00,
-45.00,-36.00,
-30.00,-36.00,
-22.50,-32.00,
-19.50,-30.00,
-15.00,-28.00,
-13.50,-28.00,
-9.00,-22.00,
-5.00,-18.00,
-2.90,-18.00,
-2.50,-11.84,
-2.00,-6.84,
-1.50,-3.59,
-0.99,-1.49,
-0.50,-0.20,
0.00,0.00,
0.50,-0.20,
0.99,-1.49,
1.50,-3.59,
2.00,-6.84,
2.50,-11.84,
2.90,-18.00,
5.00,-18.00,
9.00,-22.00,
13.50,-28.00,
15.00,-28.00,
19.50,-30.00,
22.50,-32.00,
30.00,-36.00,
45.00,-36.00,
60.00,-42.00,
68.00,-46.00,
90.00,-60.00,
180.00,-60.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,19
-180.00,-62.00,
-90.00,-62.00,
-52.50,-62.00,
-37.50,-53.00,
-22.50,-53.00,
-15.00,-50.00,
-10.00,-44.00,
-5.00,-42.00,
-3.00,-30.00,
0.00,-30.00,
3.00,-30.00,
5.00,-42.00,
10.00,-44.00,
15.00,-50.00,
22.50,-53.00,
37.50,-53.00,
52.50,-62.00,
90.00,-62.00,
180.00,-62.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,37
-180.00,-60.00,
-90.00,-60.00,
-75.00,-52.00,
-50.00,-44.00,
-40.00,-43.00,
-25.00,-39.00,
-20.00,-36.00,
-15.00,-31.00,
-10.00,-27.00,
-7.50,-23.50,
-5.00,-19.75,
-4.50,-16.00,
-2.84,-16.00,
-2.49,-11.91,
-2.00,-7.31,
-1.49,-3.79,
-1.01,-1.56,
-0.50,-0.27,
0.00,0.00,
0.50,-0.27,
1.01,-1.56,
1.49,-3.79,
2.00,-7.31,
2.49,-11.91,
2.84,-16.00,
4.50,-16.00,
5.00,-19.75,
7.50,-23.50,
10.00,-27.00,
15.00,-31.00,
20.00,-36.00,
25.00,-39.00,
40.00,-43.00,
50.00,-44.00,
75.00,-52.00,
90.00,-60.00,
180.00,-60.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,21
-180.00,-62.00,
-75.00,-62.00,
-60.00,-58.00,
-45.00,-56.00,
-35.00,-52.00,
-15.00,-52.00,
-12.50,-50.00,
-7.50,-42.00,
-4.50,-40.00,
-2.50,-30.00,
0.00,-30.00,
2.50,-30.00,
4.50,-40.00,
7.50,-42.00,
12.50,-50.00,
15.00,-52.00,
35.00,-52.00,
45.00,-56.00,
60.00,-58.00,
75.00,-62.00,
180.00,-62.00,
ENDFIL:,EOF
