REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,UHX10-59
PATNUM:,1666K
FEDORN:,RIGHT
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,20001004
LOWFRQ:,5925
HGHFRQ:,6425
GUNITS:,DBI/DBR
LWGAIN:,42.9
MDGAIN:,43.2
HGGAIN:,43.6
AZWIDT:,1.10
ELWIDT:,1.10
ATVSWR:,1.06
FRTOBA:,80.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,64
-180.00,-80.00,
-100.80,-80.00,
-91.80,-78.50,
-80.70,-72.50,
-77.30,-70.00,
-71.20,-63.00,
-67.10,-59.00,
-64.60,-58.00,
-45.60,-58.00,
-40.80,-55.00,
-37.80,-55.00,
-30.30,-50.00,
-28.00,-49.00,
-22.40,-46.00,
-18.60,-45.00,
-15.00,-45.00,
-12.30,-45.00,
-11.20,-43.00,
-10.60,-41.00,
-9.40,-40.00,
-8.30,-37.50,
-7.70,-36.00,
-6.70,-36.00,
-5.80,-35.00,
-4.10,-33.50,
-3.10,-27.50,
-2.40,-24.00,
-1.50,-15.30,
-1.00,-8.20,
-0.50,-1.80,
-0.10,-0.00,
0.00,-0.00,
0.50,-2.10,
1.00,-8.00,
1.50,-24.90,
2.10,-26.80,
3.50,-29.10,
4.00,-30.00,
4.20,-35.70,
5.30,-36.40,
6.00,-38.00,
7.50,-38.00,
8.90,-42.50,
9.70,-42.50,
11.00,-47.00,
11.40,-47.00,
12.00,-48.00,
15.00,-48.00,
17.00,-52.00,
18.80,-52.00,
20.50,-54.00,
26.30,-58.50,
30.60,-59.00,
37.50,-59.00,
42.10,-60.00,
46.60,-62.00,
52.00,-64.00,
54.00,-64.00,
63.00,-65.00,
70.00,-68.00,
75.00,-73.00,
81.20,-73.00,
92.80,-80.00,
180.00,-80.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,33
-180.00,-80.00,
-79.00,-80.00,
-61.00,-76.00,
-43.00,-76.00,
-38.00,-71.00,
-33.00,-70.00,
-26.40,-69.50,
-21.50,-69.50,
-17.00,-62.00,
-12.00,-62.00,
-10.00,-58.00,
-4.00,-58.00,
-3.20,-56.00,
-2.60,-54.50,
-2.00,-49.50,
-1.60,-34.00,
0.00,-34.00,
1.70,-34.00,
2.50,-52.50,
2.50,-55.60,
3.50,-63.60,
5.00,-64.90,
9.00,-65.00,
11.00,-68.00,
14.00,-68.10,
15.00,-71.00,
20.00,-71.00,
22.00,-74.00,
28.00,-74.00,
29.00,-76.00,
60.00,-76.00,
70.00,-80.00,
180.00,-80.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,62
-180.00,-80.00,
-82.00,-80.00,
-80.10,-74.50,
-76.30,-68.00,
-71.70,-64.50,
-65.90,-61.00,
-52.20,-61.00,
-46.30,-60.00,
-41.80,-59.00,
-40.00,-59.00,
-38.00,-57.60,
-33.00,-57.60,
-25.10,-50.00,
-20.10,-48.00,
-17.90,-45.00,
-15.00,-45.00,
-13.00,-45.00,
-11.10,-44.50,
-9.60,-38.00,
-8.80,-36.00,
-7.60,-36.00,
-6.50,-35.00,
-5.70,-35.00,
-4.00,-32.50,
-3.70,-30.50,
-2.80,-27.60,
-2.20,-26.50,
-1.60,-18.00,
-1.10,-9.30,
-0.60,-2.50,
-0.10,-0.00,
0.00,-0.00,
0.50,-1.50,
1.10,-7.80,
1.60,-21.00,
2.00,-30.50,
3.70,-31.50,
4.00,-34.00,
5.20,-37.00,
6.80,-39.00,
7.70,-39.00,
8.00,-40.00,
8.40,-43.00,
9.00,-43.00,
10.60,-48.00,
11.30,-49.00,
12.00,-48.50,
15.00,-48.50,
17.00,-52.00,
19.10,-52.00,
20.60,-53.50,
27.20,-59.00,
32.40,-59.00,
35.90,-61.00,
46.20,-61.00,
53.00,-64.00,
63.00,-66.00,
75.00,-74.00,
79.10,-75.00,
80.70,-75.00,
96.30,-80.00,
180.00,-80.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,32
-180.00,-80.00,
-79.00,-80.00,
-65.00,-77.00,
-48.00,-77.00,
-44.00,-72.00,
-20.30,-70.00,
-15.00,-65.00,
-13.00,-65.00,
-12.00,-63.00,
-10.00,-63.00,
-8.00,-59.00,
-3.20,-56.50,
-2.50,-51.00,
-2.00,-49.50,
-1.50,-34.00,
0.00,-34.00,
1.00,-34.00,
1.50,-34.00,
2.30,-54.00,
3.70,-57.00,
3.90,-65.00,
4.10,-66.00,
15.00,-66.00,
20.00,-70.00,
30.00,-70.00,
32.00,-74.00,
38.00,-75.00,
44.00,-75.00,
44.00,-78.00,
55.00,-78.00,
76.90,-80.00,
180.00,-80.00,
ENDFIL:,EOF
