REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,HPX12-19
PATNUM:,1432E
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19900716
LOWFRQ:,1900
HGHFRQ:,2300
GUNITS:,DBI/DBR
LWGAIN:,34.6
MDGAIN:,35.5
HGGAIN:,36.4
AZWIDT:,2.80
ELWIDT:,0.00
ATVSWR:,1.10
FRTOBA:,55.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,41
-180.00,-55.00,
-160.00,-55.00,
-155.00,-58.00,
-110.00,-58.00,
-85.00,-50.00,
-65.00,-40.00,
-35.00,-33.00,
-20.00,-28.00,
-15.00,-28.00,
-12.00,-24.00,
-6.50,-24.00,
-5.00,-20.00,
-3.50,-20.00,
-2.80,-15.00,
-2.30,-10.00,
-1.70,-5.00,
-1.50,-3.00,
-1.20,-2.00,
-1.00,-1.00,
-0.50,-0.20,
0.00,0.00,
0.50,-0.20,
1.00,-1.00,
1.20,-2.00,
1.50,-3.00,
1.70,-5.00,
2.30,-10.00,
2.80,-15.00,
3.50,-20.00,
5.00,-20.00,
6.50,-24.00,
12.00,-24.00,
15.00,-28.00,
20.00,-28.00,
35.00,-33.00,
65.00,-40.00,
85.00,-50.00,
110.00,-58.00,
155.00,-58.00,
160.00,-55.00,
180.00,-55.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,21
-180.00,-58.00,
-170.00,-58.00,
-170.00,-63.00,
-106.00,-63.00,
-85.00,-51.00,
-40.00,-40.00,
-20.00,-40.00,
-18.00,-36.00,
-12.50,-36.00,
-7.00,-30.00,
0.00,-30.00,
7.00,-30.00,
12.50,-36.00,
18.00,-36.00,
20.00,-40.00,
40.00,-40.00,
85.00,-51.00,
106.00,-63.00,
170.00,-63.00,
170.00,-58.00,
180.00,-58.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,43
-180.00,-57.00,
-160.00,-57.00,
-160.00,-59.00,
-105.00,-59.00,
-80.00,-46.00,
-55.00,-42.00,
-45.00,-36.00,
-35.00,-33.00,
-23.00,-33.00,
-15.00,-27.00,
-12.70,-25.00,
-6.00,-25.00,
-5.00,-20.00,
-3.50,-20.00,
-2.80,-15.00,
-2.30,-10.00,
-1.70,-5.00,
-1.50,-3.00,
-1.20,-2.00,
-1.00,-1.00,
-0.50,-0.20,
0.00,0.00,
0.50,-0.20,
1.00,-1.00,
1.20,-2.00,
1.50,-3.00,
1.70,-5.00,
2.30,-10.00,
2.80,-15.00,
3.50,-20.00,
5.00,-20.00,
6.00,-25.00,
12.70,-25.00,
15.00,-27.00,
25.00,-33.00,
35.00,-33.00,
45.00,-36.00,
55.00,-42.00,
80.00,-46.00,
105.00,-59.00,
160.00,-59.00,
160.00,-57.00,
180.00,-57.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,21
-180.00,-58.00,
-170.00,-58.00,
-170.00,-63.00,
-106.00,-63.00,
-85.00,-51.00,
-40.00,-40.00,
-20.00,-40.00,
-18.00,-36.00,
-12.50,-36.00,
-7.00,-30.00,
0.00,-30.00,
7.00,-30.00,
12.50,-36.00,
18.00,-36.00,
20.00,-40.00,
40.00,-40.00,
85.00,-51.00,
106.00,-63.00,
170.00,-63.00,
170.00,-58.00,
180.00,-58.00,
ENDFIL:,EOF
