REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,UHX10-59W
PATNUM:,1117
FEDORN:,RIGHT
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19911224
LOWFRQ:,5925
HGHFRQ:,7125
GUNITS:,DBI/DBR
LWGAIN:,42.5
MDGAIN:,43.2
HGGAIN:,43.8
AZWIDT:,1.20
ELWIDT:,1.20
ATVSWR:,1.08
FRTOBA:,71.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,38
-180.00,-71.00,
-90.00,-71.00,
-70.00,-52.00,
-50.00,-52.00,
-40.00,-45.00,
-30.00,-42.00,
-20.00,-38.00,
-14.00,-38.00,
-8.00,-30.00,
-4.00,-28.00,
-2.00,-24.00,
-1.00,-4.00,
-0.90,-3.10,
-0.80,-1.80,
-0.70,-0.90,
-0.60,-0.60,
-0.50,-0.40,
-0.20,-0.10,
0.00,0.00,
0.20,-0.10,
0.50,-0.40,
0.60,-0.60,
0.70,-0.90,
0.80,-1.80,
0.90,-3.10,
1.00,-4.00,
2.00,-24.00,
3.50,-28.00,
6.00,-28.00,
15.00,-45.00,
20.00,-45.00,
30.00,-50.00,
55.00,-55.00,
70.00,-55.00,
90.00,-68.00,
100.00,-68.00,
105.00,-71.00,
180.00,-71.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,19
-180.00,-71.00,
-60.00,-71.00,
-40.00,-66.00,
-30.00,-62.00,
-15.00,-60.00,
-10.00,-55.00,
-6.00,-55.00,
-2.00,-47.00,
-1.00,-36.00,
0.00,-36.00,
1.00,-36.00,
2.00,-47.00,
3.00,-51.00,
10.00,-51.00,
15.00,-64.00,
30.00,-64.00,
45.00,-69.00,
60.00,-71.00,
180.00,-71.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,37
-180.00,-71.00,
-90.00,-71.00,
-65.00,-52.00,
-50.00,-52.00,
-45.00,-47.00,
-40.00,-45.00,
-35.00,-45.00,
-20.00,-42.00,
-15.00,-42.00,
-12.00,-37.00,
-6.00,-28.00,
-4.00,-28.00,
-2.00,-24.00,
-1.00,-4.00,
-0.90,-3.10,
-0.80,-1.80,
-0.70,-0.90,
-0.60,-0.60,
-0.50,-0.40,
-0.20,-0.10,
0.00,0.00,
0.20,-0.10,
0.50,-0.40,
0.60,-0.60,
0.70,-0.90,
0.80,-1.80,
0.90,-3.10,
1.00,-4.00,
2.00,-24.00,
5.00,-32.00,
9.00,-32.00,
15.00,-45.00,
20.00,-48.00,
45.00,-48.00,
70.00,-55.00,
100.00,-71.00,
180.00,-71.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,25
-180.00,-71.00,
-90.00,-71.00,
-70.00,-66.00,
-50.00,-66.00,
-40.00,-62.00,
-25.00,-62.00,
-15.00,-60.00,
-13.00,-60.00,
-10.00,-54.00,
-4.00,-54.00,
-2.50,-49.00,
-2.00,-47.00,
-1.00,-36.00,
0.00,-36.00,
1.00,-36.00,
2.00,-47.00,
3.00,-51.00,
10.00,-60.00,
15.00,-62.00,
35.00,-62.00,
50.00,-65.00,
60.00,-65.00,
70.00,-66.00,
90.00,-71.00,
180.00,-71.00,
ENDFIL:,EOF
