REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,P2-122
PATNUM:,3216E
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19910909
LOWFRQ:,12200
HGHFRQ:,13250
GUNITS:,DBI/DBR
LWGAIN:,35.1
MDGAIN:,35.5
HGGAIN:,35.8
AZWIDT:,2.80
ELWIDT:,2.80
ATVSWR:,1.10
FRTOBA:,42.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,69
-180.00,-42.00,
-174.00,-42.00,
-170.00,-44.00,
-138.00,-44.00,
-110.00,-31.00,
-90.00,-31.00,
-79.00,-34.00,
-58.00,-34.00,
-40.00,-31.00,
-34.62,-28.00,
-19.02,-28.00,
-15.00,-26.00,
-4.00,-18.00,
-3.71,-14.93,
-3.62,-13.91,
-3.37,-12.05,
-3.12,-9.84,
-2.87,-8.82,
-2.53,-7.13,
-2.36,-6.23,
-2.20,-5.45,
-2.05,-4.72,
-1.89,-4.04,
-1.73,-3.41,
-1.57,-2.83,
-1.42,-2.30,
-1.26,-1.82,
-1.10,-1.40,
-0.94,-1.03,
-0.79,-0.72,
-0.63,-0.46,
-0.47,-0.26,
-0.31,-0.12,
-0.16,-0.03,
0.00,0.00,
0.16,-0.03,
0.31,-0.12,
0.47,-0.26,
0.63,-0.46,
0.79,-0.72,
0.94,-1.03,
1.10,-1.40,
1.26,-1.82,
1.42,-2.30,
1.57,-2.83,
1.73,-3.41,
1.89,-4.04,
2.05,-4.72,
2.20,-5.45,
2.36,-6.23,
2.53,-7.13,
2.87,-8.82,
3.12,-9.84,
3.37,-12.05,
3.62,-13.91,
3.71,-14.93,
4.00,-18.00,
15.00,-26.00,
19.02,-28.00,
34.62,-28.00,
40.00,-31.00,
58.00,-34.00,
79.00,-34.00,
90.00,-31.00,
110.00,-31.00,
138.00,-44.00,
170.00,-44.00,
174.00,-42.00,
180.00,-42.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,17
-180.00,-45.00,
-175.00,-45.00,
-165.00,-47.00,
-140.00,-47.00,
-110.00,-43.00,
-40.00,-43.00,
-15.00,-40.00,
-5.00,-25.00,
0.00,-25.00,
5.00,-25.00,
15.00,-40.00,
40.00,-43.00,
110.00,-43.00,
140.00,-47.00,
165.00,-47.00,
175.00,-45.00,
180.00,-45.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,69
-180.00,-42.00,
-174.00,-42.00,
-170.00,-44.00,
-138.00,-44.00,
-110.00,-31.00,
-90.00,-31.00,
-79.00,-34.00,
-58.00,-34.00,
-40.00,-31.00,
-34.62,-28.00,
-19.02,-28.00,
-15.00,-26.00,
-4.00,-18.00,
-3.71,-14.93,
-3.62,-13.91,
-3.37,-12.05,
-3.12,-9.84,
-2.87,-8.82,
-2.53,-7.13,
-2.36,-6.23,
-2.20,-5.45,
-2.05,-4.72,
-1.89,-4.04,
-1.73,-3.41,
-1.57,-2.83,
-1.42,-2.30,
-1.26,-1.82,
-1.10,-1.40,
-0.94,-1.03,
-0.79,-0.72,
-0.63,-0.46,
-0.47,-0.26,
-0.31,-0.12,
-0.16,-0.03,
0.00,0.00,
0.16,-0.03,
0.31,-0.12,
0.47,-0.26,
0.63,-0.46,
0.79,-0.72,
0.94,-1.03,
1.10,-1.40,
1.26,-1.82,
1.42,-2.30,
1.57,-2.83,
1.73,-3.41,
1.89,-4.04,
2.05,-4.72,
2.20,-5.45,
2.36,-6.23,
2.53,-7.13,
2.87,-8.82,
3.12,-9.84,
3.37,-12.05,
3.62,-13.91,
3.71,-14.93,
4.00,-18.00,
15.00,-26.00,
19.02,-28.00,
34.62,-28.00,
40.00,-31.00,
58.00,-34.00,
79.00,-34.00,
90.00,-31.00,
110.00,-31.00,
138.00,-44.00,
170.00,-44.00,
174.00,-42.00,
180.00,-42.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,17
-180.00,-45.00,
-175.00,-45.00,
-165.00,-47.00,
-140.00,-47.00,
-110.00,-43.00,
-40.00,-43.00,
-15.00,-40.00,
-5.00,-25.00,
0.00,-25.00,
5.00,-25.00,
15.00,-40.00,
40.00,-43.00,
110.00,-43.00,
140.00,-47.00,
165.00,-47.00,
175.00,-45.00,
180.00,-45.00,
ENDFIL:,EOF
